# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13084823_sorted.bam" "SRR13084834_sorted.bam" "SRR13084828_sorted.bam" "SRR13084824_sorted.bam" "SRR13084817_sorted.bam" "SRR13084830_sorted.bam" "SRR13084837_sorted.bam" "SRR13084827_sorted.bam" "SRR13084821_sorted.bam" "SRR13084833_sorted.bam" "SRR13084822_sorted.bam" "SRR13084820_sorted.bam" "SRR13084838_sorted.bam" "SRR13084835_sorted.bam" "SRR13084818_sorted.bam" "SRR13084825_sorted.bam" "SRR13084839_sorted.bam" "SRR13084831_sorted.bam" "SRR13084832_sorted.bam" "SRR13084819_sorted.bam" "SRR13084840_sorted.bam" "SRR13084836_sorted.bam" "SRR13084826_sorted.bam" "SRR13084829_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13084823_sorted.bam	SRR13084834_sorted.bam	SRR13084828_sorted.bam	SRR13084824_sorted.bam	SRR13084817_sorted.bam	SRR13084830_sorted.bam	SRR13084837_sorted.bam	SRR13084827_sorted.bam	SRR13084821_sorted.bam	SRR13084833_sorted.bam	SRR13084822_sorted.bam	SRR13084820_sorted.bam	SRR13084838_sorted.bam	SRR13084835_sorted.bam	SRR13084818_sorted.bam	SRR13084825_sorted.bam	SRR13084839_sorted.bam	SRR13084831_sorted.bam	SRR13084832_sorted.bam	SRR13084819_sorted.bam	SRR13084840_sorted.bam	SRR13084836_sorted.bam	SRR13084826_sorted.bam	SRR13084829_sorted.bam
gene-b1050	U00096.3	1113579	1113806	+	228	3101	604	470	1575	2196	1413	1482	228	320	331	368	367	691	2715	2102	1341	369	1054	718	847	734	2239	717	2441
gene-b1051	U00096.3	1113807	1114181	-	375	4912	1022	724	2521	3446	2043	2276	352	560	514	629	592	1020	4493	3336	1994	605	1660	1017	1299	1110	3273	1044	3917
gene-b1053	U00096.3	1114264	1115490	-	1227	142	28	39	70	91	83	73	31	44	28	15	36	63	99	123	70	32	59	64	46	65	117	53	89
gene-b1054	U00096.3	1115662	1116582	-	921	541	89	120	363	433	302	293	131	168	143	86	160	240	380	535	352	133	264	268	257	218	331	340	362
gene-b1055	U00096.3	1116807	1117859	+	1053	5967	989	724	5696	4765	4448	6082	1484	2214	1490	726	2884	3577	4573	7531	6283	1567	4977	3354	4444	1137	4671	5401	5129
gene-b1056	U00096.3	1117901	1118476	-	576	758	160	139	481	512	417	524	148	221	172	122	254	395	641	683	551	202	417	356	344	209	541	428	551
gene-b1057	U00096.3	1118480	1119046	-	567	204	44	35	154	156	122	144	41	66	38	33	59	177	192	194	140	66	112	145	97	74	194	106	161
gene-b1058	U00096.3	1119307	1119447	-	141	13	8	5	5	3	6	8	2	7	5	2	2	12	18	10	6	3	6	11	3	6	13	3	11
gene-b1059	U00096.3	1119468	1120586	-	1119	2011	381	407	1371	1717	751	633	361	615	406	319	394	604	1526	1546	782	521	724	558	467	631	886	637	1392
gene-b1060	U00096.3	1120701	1120955	-	255	2194	1494	1225	1130	1624	1689	1658	756	1196	1034	1085	745	2178	2143	1599	753	1188	1085	2109	770	1501	2746	1271	1848
gene-b1061	U00096.3	1121242	1121487	-	246	1189	753	313	748	1081	2263	1514	359	500	839	317	294	2271	2262	890	364	879	1183	2443	376	882	3242	588	2362
gene-b1062	U00096.3	1121561	1122607	-	1047	4273	1420	1206	1934	3649	2094	1034	1764	2448	1822	1233	690	1124	3270	2276	900	2038	964	1294	625	2180	1582	1282	3544
gene-b1063	U00096.3	1122713	1123273	-	561	320	79	71	237	275	220	169	61	86	71	58	64	147	202	257	177	99	156	163	111	132	335	155	204
gene-b1064	U00096.3	1123407	1124054	-	648	515	117	126	248	440	269	189	68	104	94	104	71	194	400	315	143	124	114	160	118	197	323	140	349
gene-b1065	U00096.3	1124118	1125326	-	1209	224	32	54	150	176	73	73	31	39	33	24	51	69	134	157	101	55	78	82	68	111	105	69	124
gene-b1066	U00096.3	1125562	1126146	+	585	2498	627	466	1123	1939	875	785	390	597	486	396	333	657	2136	1280	603	606	611	709	417	724	1024	606	1671
gene-b1067	U00096.3	1126157	1126804	+	648	2825	637	532	1500	2181	940	915	431	624	538	459	356	567	2233	1535	748	673	761	538	487	786	1002	743	2049
gene-b1068	U00096.3	1126806	1127729	+	924	3403	676	591	1867	2844	1352	1083	506	759	622	545	524	776	2642	2050	989	814	950	741	647	901	1397	907	2449
gene-b1069	U00096.3	1127839	1129374	+	1536	2560	239	243	2681	2770	1598	1660	326	518	347	251	908	1239	1739	2939	2015	410	1628	1085	1405	475	1891	1645	1732
gene-b1070	U00096.3	1129414	1129830	-	417	195	37	37	144	194	155	122	40	45	44	30	56	121	149	223	124	44	133	81	69	54	160	106	142
gene-b1071	U00096.3	1129835	1130128	-	294	54	13	18	32	49	31	31	12	12	10	10	9	26	57	56	13	17	32	18	20	22	39	21	47
gene-b1072	U00096.3	1130204	1130863	-	660	121	32	44	63	100	71	76	23	48	27	14	39	63	112	120	66	39	56	60	39	34	79	74	113
gene-b1073	U00096.3	1131018	1131434	+	417	47	12	16	27	18	18	23	11	21	16	7	12	16	33	26	19	14	21	21	23	24	29	22	34
gene-b1074	U00096.3	1131438	1131842	+	405	59	12	17	45	21	16	19	11	36	12	7	17	25	37	41	18	13	17	28	12	30	31	21	22
gene-b1075	U00096.3	1131854	1132549	+	696	102	23	42	87	60	38	43	27	59	26	21	26	53	79	75	77	38	63	54	28	53	56	54	64
gene-b1076	U00096.3	1132574	1133782	+	1209	201	47	68	137	141	78	100	61	67	64	36	65	84	131	180	110	52	88	67	58	83	89	115	93
gene-b1077	U00096.3	1133802	1134557	+	756	128	37	48	100	112	61	69	39	59	44	33	43	45	71	128	85	43	63	47	48	69	67	81	73
gene-b1078	U00096.3	1134729	1135511	+	783	112	26	36	107	72	47	68	22	44	38	19	29	56	51	98	88	44	44	38	47	66	56	62	64
gene-b1079	U00096.3	1135564	1136262	+	699	61	15	23	63	59	28	37	13	32	22	12	14	28	48	72	61	22	36	26	28	24	35	32	43
gene-b1080	U00096.3	1136274	1137371	+	1098	109	34	40	70	94	56	85	25	35	23	24	36	48	82	106	66	35	48	42	48	50	61	64	85
gene-b1081	U00096.3	1137371	1138312	+	942	104	24	36	57	55	35	67	18	30	20	16	30	32	68	99	53	24	46	40	43	50	53	41	65
gene-b1082	U00096.3	1138378	1140021	+	1644	179	40	58	97	116	86	86	28	44	38	30	40	64	106	131	87	29	78	64	48	83	99	60	102
gene-b1083	U00096.3	1140033	1140986	+	954	266	69	53	127	191	117	128	45	64	46	48	71	117	234	195	104	56	108	88	73	81	163	120	186
gene-b4826	U00096.3	1140986	1141063	+	78	29	5	12	29	25	24	16	8	8	7	13	11	28	29	35	17	5	13	29	10	8	42	17	11
gene-b1084	U00096.3	1141182	1144367	-	3186	27558	6004	4313	21516	22936	14625	18112	6520	10019	7858	4474	10183	12826	22736	26404	18175	9027	16757	11430	10918	7877	14759	18725	23256
gene-b1085	U00096.3	1144502	1144822	+	321	4372	1004	770	2709	3509	2524	2756	929	1426	1135	702	1361	2832	3929	3160	1984	1368	2345	2627	1627	1091	3100	2730	3704
gene-b1086	U00096.3	1144940	1145899	+	960	1867	311	262	1755	1744	1519	2077	365	572	380	240	842	1169	1444	2479	1864	420	1688	1149	1401	481	1654	1650	1672
gene-b1087	U00096.3	1146011	1146595	-	585	801	148	139	585	705	407	449	128	192	157	110	193	347	673	689	454	172	387	333	288	244	506	350	543
gene-b4418	U00096.3	1146589	1146757	+	169	5424	1204	1035	4822	5197	6669	7241	1702	2365	1893	791	3326	8556	5806	5703	4839	2351	5553	7558	3433	1283	8794	6041	5638
gene-b1088	U00096.3	1146794	1147315	+	522	74834	15491	9835	74218	66094	75371	106980	20625	33120	25431	9510	49358	83028	71390	90702	77835	27676	91215	68712	59340	15659	69972	96156	79621
gene-b1089	U00096.3	1147367	1147540	+	174	48778	10054	7428	43640	42828	52096	65371	15006	23530	19492	6570	29810	67759	51236	53663	46382	21171	55066	57515	34467	11875	53496	62940	53628
gene-b1090	U00096.3	1147621	1148691	+	1071	29453	5087	3733	29824	25625	28552	39929	6934	11165	8083	3518	16943	27913	26914	37249	30255	8925	33736	24248	23063	6083	28973	33761	28530
gene-b1091	U00096.3	1148759	1149712	+	954	29097	5019	3183	26562	25135	22572	40101	5547	8678	6563	3346	14150	19684	27518	32661	29254	7497	28917	16280	20837	5404	22478	27627	27320
gene-b1092	U00096.3	1149728	1150657	+	930	34353	6582	4364	27457	29521	24765	44398	7169	11412	8820	4261	16676	24323	33069	35641	31812	9926	32650	21070	23210	6963	23408	34459	34707
gene-b1093	U00096.3	1150670	1151404	+	735	56822	11994	8214	43056	46472	42268	61003	15685	24435	19059	8177	28994	51256	53517	56786	43908	22606	48212	45475	33722	14400	43748	59716	55240
gene-b1094	U00096.3	1151615	1151851	+	237	80549	18031	14640	55229	65395	56663	62131	20889	29058	23982	13637	31042	62382	66812	70463	49237	26133	53892	59450	37641	22482	69849	62417	70024
gene-b1095	U00096.3	1151939	1153180	+	1242	59613	13283	8913	46196	53059	43079	54391	16448	25720	20167	9256	30452	43226	52655	57248	42942	23128	47359	37367	31381	15626	37644	54339	57830
gene-b1096	U00096.3	1153300	1154109	+	810	1324	297	250	1211	1216	1048	1328	281	413	309	211	522	731	996	1563	1192	368	1110	718	789	361	987	1032	1097
gene-b1097	U00096.3	1154112	1155134	+	1023	1675	293	238	1415	1460	1313	1555	334	540	354	223	579	979	1254	1879	1425	457	1342	927	927	428	1641	1173	1261
gene-b1098	U00096.3	1155124	1155765	+	642	2232	407	332	1744	1934	1591	1990	408	590	430	269	775	1111	1990	2214	1744	601	1641	1052	1167	533	1582	1388	1772
gene-b1099	U00096.3	1155762	1156766	+	1005	1844	283	263	1586	1570	1152	1477	348	512	420	273	697	910	1474	1943	1566	460	1532	813	983	475	1049	1183	1513
gene-b1100	U00096.3	1156777	1157574	+	798	1445	260	238	1095	1214	812	995	232	379	261	228	482	810	1165	1207	988	330	856	727	646	379	964	980	970
gene-b1101	U00096.3	1157869	1159302	+	1434	13211	2458	2624	13882	11419	8428	12913	5294	7293	4469	2278	8285	11350	10131	15099	13156	5583	10886	8498	8043	4602	9116	17102	9909
gene-b1102	U00096.3	1159362	1161551	-	2190	7713	35	74	5102	4328	845	127	76	111	67	41	374	132	164	5112	2928	54	540	198	1371	110	190	801	906
gene-b1103	U00096.3	1161885	1162244	+	360	723	129	162	371	647	392	341	115	149	115	146	144	265	529	410	204	136	200	296	179	246	554	251	479
gene-b1104	U00096.3	1162247	1162624	+	378	280	61	86	218	294	110	102	60	101	60	64	61	106	159	233	125	62	98	108	106	148	162	116	213
gene-b1105	U00096.3	1162638	1163279	+	642	694	123	146	427	693	269	250	134	177	147	134	123	172	423	559	255	176	201	206	187	302	324	233	490
gene-b1106	U00096.3	1163260	1164084	+	825	1411	345	329	880	1400	827	934	276	463	379	300	377	669	1365	1112	600	409	677	657	434	479	998	728	1239
gene-b1107	U00096.3	1164095	1165120	+	1026	4218	1269	950	2739	3975	2528	3065	977	1464	1192	958	1080	1753	4105	3403	1930	1394	2315	1738	1453	1527	2804	1935	3974
gene-b1108	U00096.3	1165143	1165685	+	543	2417	625	638	1459	2177	1411	1425	475	832	649	570	536	999	2277	1821	1004	728	1120	1004	751	942	1723	974	2122
gene-b1109	U00096.3	1166085	1167389	+	1305	5669	1238	953	4340	5681	4706	5890	1784	2826	1831	981	3751	4266	5260	6631	5327	2051	6296	4346	4466	1303	3921	5893	7015
gene-b1110	U00096.3	1167599	1168138	+	540	200	167	88	307	226	329	418	121	177	200	58	254	404	290	439	309	227	443	419	226	207	341	326	342
gene-b1111	U00096.3	1168200	1168832	-	633	625	128	153	304	490	285	257	150	235	188	137	185	287	537	410	216	249	256	327	173	223	324	281	461
gene-b1112	U00096.3	1169073	1169330	+	258	273	71	57	166	220	167	141	66	93	69	57	71	147	176	214	114	56	135	122	106	115	205	99	185
gene-b4832	U00096.3	1169303	1169402	+	100	64	32	15	45	76	39	50	17	23	20	14	21	35	51	81	33	16	41	37	34	35	57	31	58
gene-b1113	U00096.3	1169412	1170374	-	963	529	113	82	475	490	330	543	82	94	99	58	166	304	550	554	426	95	361	254	241	151	429	363	438
gene-b1114	U00096.3	1170518	1173964	-	3447	10776	2403	1798	7105	9325	4843	5474	1974	3071	2393	1773	2872	3797	8958	8243	5045	2714	4686	3537	3165	2881	5063	4830	8596
gene-b1115	U00096.3	1174092	1175165	-	1074	74	19	25	25	41	41	28	14	13	20	21	14	36	52	49	14	15	24	32	17	34	65	30	50
gene-b1116	U00096.3	1175427	1176626	+	1200	3654	522	436	2765	3421	2034	2941	460	737	585	402	1270	1849	2953	3123	2475	676	2466	1631	1762	637	2264	2341	2914
gene-b1117	U00096.3	1176619	1177320	+	702	3676	562	461	2812	3554	2138	2931	556	860	645	418	1436	1843	3338	3239	2411	736	2628	1660	1724	668	2147	2529	3132
gene-b1118	U00096.3	1177320	1178564	+	1245	6045	984	755	4980	5929	3816	4678	960	1390	1058	740	2224	3173	5379	5531	3613	1252	3789	2876	2801	1204	3972	3994	5362
gene-b1119	U00096.3	1178593	1179504	+	912	3580	704	578	3001	3711	2214	2343	633	988	814	528	1194	1773	3069	3502	2059	855	2011	1698	1457	940	2431	2180	3103
gene-b1120	U00096.3	1179520	1180359	+	840	2665	471	411	2006	2424	1482	1533	565	692	583	371	666	1019	2224	2331	1258	631	1201	1027	951	719	1535	1359	2149
gene-b1121	U00096.3	1180479	1181267	-	789	124	21	35	112	98	119	104	25	38	31	20	52	117	103	149	110	27	88	127	68	39	148	112	106
gene-b1122	U00096.3	1181264	1181725	-	462	70	14	23	68	78	93	110	23	28	18	12	48	103	58	116	97	18	99	110	65	25	88	126	75
gene-b1123	U00096.3	1181783	1182829	-	1047	5426	695	607	3554	4439	3366	4777	1021	1465	1002	578	2657	3362	3953	5051	4824	1050	4504	3462	3192	1180	3167	5762	4552
gene-b1124	U00096.3	1182826	1183620	-	795	3060	346	301	2784	3016	2117	3424	514	755	484	287	1498	1855	2343	3559	3454	530	3162	1658	2322	559	1912	3077	2681
gene-b1125	U00096.3	1183617	1184444	-	828	3921	400	389	3865	3689	3048	4339	648	964	610	338	1927	2418	2884	4669	4256	679	3971	2212	2840	673	2758	3517	3253
gene-b1126	U00096.3	1184458	1185594	-	1137	5506	629	531	6160	5006	4559	6207	870	1255	1029	504	2348	3161	4218	7534	6464	1051	5903	2836	4219	1063	4529	5108	4489
gene-b1127	U00096.3	1185844	1187070	+	1227	6006	1266	868	3197	4535	2632	2702	536	869	762	844	689	1274	5072	3837	2052	914	1947	1140	1486	1295	2926	1378	4421
gene-b1128	U00096.3	1187119	1188240	-	1122	5580	919	801	4087	5358	2859	3249	1169	1720	1171	819	1719	2512	4220	4779	3196	1401	2720	2409	2297	1531	3340	3350	4266
gene-b1129	U00096.3	1188316	1189776	-	1461	3025	692	595	2093	2480	1579	1890	802	1153	769	549	1261	2142	2178	2455	1507	1001	1479	2006	1074	1065	2041	2360	2085
gene-b1130	U00096.3	1189776	1190447	-	672	1468	367	349	852	1042	696	880	403	538	400	301	580	1294	1034	1009	647	550	659	1229	546	584	1151	1019	840
gene-b4843	U00096.3	1190165	1190508	+	344	894	220	212	465	612	433	548	251	317	233	185	361	869	629	584	377	339	441	858	355	344	777	665	491
gene-b1131	U00096.3	1190616	1191986	-	1371	4271	535	528	2291	3548	1772	1159	1049	1580	984	482	1272	1673	2888	2722	1331	1177	1084	1627	845	1134	1851	2171	3098
gene-b1132	U00096.3	1191990	1192631	-	642	811	114	122	650	822	617	622	167	254	193	99	304	450	605	709	549	202	461	461	411	248	603	660	639
gene-b1133	U00096.3	1192667	1193773	-	1107	1825	255	235	1536	1761	1626	1871	337	440	349	222	606	1420	1330	1857	1289	393	1223	1195	1170	424	2228	1492	1329
gene-b1134	U00096.3	1193827	1194288	-	462	381	69	58	240	368	211	275	62	125	84	48	122	208	344	283	189	89	179	182	150	103	237	235	320
gene-b1135	U00096.3	1194298	1194951	-	654	160	20	30	103	144	75	86	32	47	38	20	51	91	106	166	122	41	93	69	69	50	109	95	122
gene-b1136	U00096.3	1195123	1196373	+	1251	124227	28404	22025	69101	90771	63846	70730	27150	41273	32608	21023	37484	54340	105321	97143	66338	35724	68690	54627	46150	37256	66377	68769	105409
gene-b4806	U00096.3	1196711	1196782	+	72	42	3	5	49	26	33	22	2	8	7	2	31	16	23	74	54	4	44	26	28	20	48	28	29
gene-b1137	U00096.3	1196867	1197532	-	666	83	34	30	40	57	87	121	16	37	25	15	37	119	92	98	51	21	74	121	48	34	127	62	79
gene-b1138	U00096.3	1197533	1198237	-	705	51	15	22	27	42	56	56	12	16	14	10	19	107	55	52	21	16	34	78	25	22	115	39	58
gene-b1139	U00096.3	1198695	1199588	+	894	220	53	36	73	133	203	218	36	75	52	28	72	205	214	179	92	68	140	167	100	76	244	139	163
gene-b1140	U00096.3	1199679	1200806	-	1128	272	396	75	109	159	555	643	42	75	351	57	54	642	729	187	82	420	481	563	79	481	652	111	674
gene-b1141	U00096.3	1200787	1201032	-	246	80	216	27	48	57	315	387	31	43	203	18	32	379	360	70	30	219	270	393	25	286	445	32	335
gene-b1142	U00096.3	1201069	1201380	-	312	417	1131	199	269	383	1631	1310	160	176	697	164	160	2217	1701	258	190	1305	1080	2188	183	1399	2707	262	1374
gene-b1143	U00096.3	1201497	1201838	+	342	136	375	70	56	105	539	564	41	81	328	47	42	701	658	101	58	378	469	628	62	426	844	76	573
gene-b1144	U00096.3	1201776	1202084	-	309	145	535	64	70	102	683	780	53	68	419	61	60	817	936	123	75	520	654	816	62	604	1039	104	780
gene-b1145	U00096.3	1202259	1202933	-	675	1168	311	215	381	772	505	637	201	267	232	195	297	525	996	636	370	277	514	557	368	307	676	523	1016
gene-b1146	U00096.3	1203024	1203224	+	201	37	112	17	11	24	189	232	8	12	105	19	13	261	224	33	21	99	139	228	15	109	330	26	187
gene-b1147	U00096.3	1203268	1203825	+	558	318	252	75	181	289	464	509	58	74	239	50	81	481	589	200	136	261	384	440	105	298	681	133	542
gene-b1148	U00096.3	1203822	1204160	+	339	194	78	40	89	183	126	128	33	37	57	32	47	180	191	77	56	76	121	151	31	89	237	59	157
gene-b1149	U00096.3	1204170	1205537	+	1368	94	114	49	51	78	183	271	18	50	116	19	38	172	329	109	53	123	246	183	34	213	217	47	273
gene-b1150	U00096.3	1205549	1205731	+	183	13	29	13	11	22	42	28	3	4	32	5	4	37	54	27	7	15	48	27	10	34	39	14	44
gene-b1151	U00096.3	1205731	1206204	+	474	45	51	21	22	40	79	94	7	11	38	7	19	68	104	60	24	31	80	60	11	75	76	27	102
gene-b1153	U00096.3	1206913	1207497	+	585	40	22	23	20	15	27	34	9	18	16	7	16	33	46	50	11	24	27	28	7	70	32	11	37
gene-b1154	U00096.3	1207501	1208130	+	630	48	26	24	24	28	31	37	12	15	21	10	10	37	41	50	21	18	29	35	15	38	41	24	42
gene-b1155	U00096.3	1208132	1208545	+	414	32	14	9	28	20	38	39	8	15	14	9	7	43	30	31	19	11	35	33	11	17	49	16	42
gene-b1156	U00096.3	1208517	1209119	-	603	72	24	27	35	45	48	52	10	26	16	10	20	45	53	58	33	18	47	43	23	32	60	33	74
gene-b1158	U00096.3	1209685	1210239	+	555	25	8	11	10	19	18	16	9	12	7	4	9	19	19	25	12	3	11	14	8	29	32	15	19
gene-b1159	U00096.3	1210346	1211179	+	834	253	53	72	53	153	91	110	43	55	47	45	63	134	185	122	53	59	86	121	69	92	154	80	171
gene-b1160	U00096.3	1211680	1212003	-	324	19	27	21	4	15	20	21	17	20	33	11	22	88	23	14	8	20	19	100	11	20	45	33	14
gene-b4738	U00096.3	1212260	1212304	-	45	2	3	2	0	0	4	3	0	1	2	0	0	28	3	0	1	0	0	32	0	1	14	0	1
gene-b4739	U00096.3	1212540	1212650	-	111	4	3	5	3	5	11	14	0	3	1	1	1	20	7	8	3	0	3	20	2	3	45	2	6
gene-b1161	U00096.3	1212703	1213107	-	405	77	13	10	33	50	73	87	13	19	10	8	32	73	65	90	55	15	38	70	48	20	127	48	43
gene-b1162	U00096.3	1213328	1214059	-	732	3089	674	553	1602	2366	1620	1674	636	875	702	495	998	1780	2309	2220	1322	816	1513	1880	1121	843	2099	1690	2203
gene-b1163	U00096.3	1214264	1215475	-	1212	1491	245	246	761	966	1068	1145	212	324	204	200	377	774	1181	1352	822	298	805	615	662	377	1130	800	1025
gene-b1164	U00096.3	1215789	1216025	+	237	482	176	136	157	472	287	212	54	127	103	135	82	196	367	333	84	126	178	223	123	177	367	103	423
gene-b1165	U00096.3	1216068	1216340	+	273	357	149	118	71	289	193	117	22	66	66	86	38	122	240	224	40	67	111	127	87	170	237	56	275
gene-b1166	U00096.3	1216369	1216635	+	267	127	56	52	36	125	91	44	13	31	14	50	10	53	92	136	13	24	40	57	40	77	106	15	110
gene-b1167	U00096.3	1216748	1216996	+	249	156	58	52	38	167	111	46	15	30	19	52	3	44	119	121	34	41	37	51	30	62	134	18	135
gene-b1168	U00096.3	1217328	1218851	+	1524	110	21	51	65	86	74	56	23	28	24	17	34	67	96	99	49	24	43	70	36	71	112	40	72
gene-b4520	U00096.3	1218983	1219201	+	219	26	3	6	19	28	17	18	3	7	5	4	1	9	14	23	13	6	14	8	10	4	35	5	22
gene-b1171	U00096.3	1222305	1222634	-	330	342	119	79	151	296	252	297	77	123	141	55	108	271	331	250	167	124	224	310	173	104	283	230	374
gene-b1172	U00096.3	1222644	1222988	-	345	278	99	57	138	241	210	279	64	117	118	54	113	235	276	205	128	96	229	208	151	96	210	185	308
gene-b4593	U00096.3	1222990	1223163	-	174	34	16	8	16	33	55	48	4	20	23	10	9	54	42	34	13	14	31	46	12	15	54	19	45
gene-b4594	U00096.3	1223264	1223449	+	186	13	4	3	3	3	13	16	1	5	3	3	4	9	6	14	10	2	5	10	1	7	18	5	10
gene-b1174	U00096.3	1224279	1224545	-	267	4771	1085	952	2407	3145	2442	1965	765	1163	858	784	937	1785	3915	3148	1630	1076	1586	1517	1192	1074	3014	1742	3464
gene-b1175	U00096.3	1224549	1225361	-	813	14575	3225	2426	7472	9864	6235	6406	2418	3743	2783	2271	2813	4619	12574	9157	4964	3483	4681	3747	3395	3364	6852	5495	10545
gene-b1176	U00096.3	1225385	1226080	-	696	6864	1297	1088	3683	4812	2913	3319	1146	1759	1240	938	1452	2514	5864	4433	2599	1577	2607	2092	1884	1623	3449	2748	4887
gene-b1177	U00096.3	1226600	1226968	+	369	843	192	190	585	713	497	578	174	222	190	151	233	488	725	718	361	199	382	468	350	210	708	416	633
gene-b1178	U00096.3	1227071	1227472	-	402	152	22	27	92	77	91	78	20	23	23	15	36	53	98	142	71	25	67	59	62	38	103	63	86
gene-b4816	U00096.3	1227368	1227427	+	60	29	2	5	23	20	31	13	3	6	5	1	8	7	17	28	24	3	18	16	12	9	22	13	13
gene-b1179	U00096.3	1227681	1228007	+	327	1585	399	243	764	1078	825	994	254	407	308	252	353	741	1503	949	581	391	746	688	524	369	1048	703	1376
gene-b1180	U00096.3	1228079	1228738	+	660	2629	545	405	1408	2043	1232	1392	425	632	439	426	571	970	2209	1778	949	590	1123	851	768	635	1383	1070	2160
gene-b1181	U00096.3	1228815	1229276	+	462	530	81	95	415	389	320	308	71	105	91	67	162	288	434	460	315	93	321	255	234	142	389	293	381
gene-b1182	U00096.3	1229483	1230394	-	912	34	12	10	23	29	27	28	4	7	16	5	8	22	24	46	19	5	13	29	16	12	30	21	22
gene-b1183	U00096.3	1230767	1231186	+	420	142	199	41	75	111	341	355	30	46	166	27	35	364	459	103	49	220	312	322	28	260	438	54	463
gene-b1184	U00096.3	1231186	1232454	+	1269	312	411	91	171	270	624	774	82	108	339	58	104	532	1042	255	139	429	668	492	96	460	682	159	1023
gene-b1185	U00096.3	1232500	1233030	-	531	1053	169	154	891	1231	644	619	265	412	283	170	424	685	702	1047	662	304	606	719	609	316	820	667	709
gene-b1186	U00096.3	1233176	1234717	-	1542	1046	170	185	726	1001	637	594	193	221	184	180	296	449	681	825	537	219	482	473	481	356	658	597	698
gene-b1187	U00096.3	1234938	1235657	+	720	3587	627	494	3144	3268	2540	3266	706	1025	749	464	1369	2176	2716	3882	2735	786	2754	1979	2189	754	2994	2555	2691
gene-b1188	U00096.3	1235709	1237241	-	1533	1471	258	271	697	1019	404	235	87	105	94	264	90	159	856	764	227	115	175	148	154	564	592	153	791
gene-b1189	U00096.3	1237571	1238869	+	1299	17649	3865	2912	9433	16352	5833	6045	2029	2723	2198	2652	1879	3501	15300	9724	4603	3393	4353	2593	3124	4461	7341	3780	13045
gene-b1190	U00096.3	1238879	1239949	+	1071	9905	1815	1400	5863	9395	3376	3490	1094	1546	1223	1289	1145	1861	8792	6562	3015	1773	2551	1320	1995	2424	4205	2197	7208
gene-b4740	U00096.3	1240260	1240463	+	204	372	101	91	199	355	159	136	78	120	92	74	70	147	331	230	106	89	93	156	69	128	201	151	270
gene-b1191	U00096.3	1240335	1242071	-	1737	1155	253	276	584	1034	401	426	243	378	251	240	273	396	888	709	344	273	360	414	263	357	529	438	790
gene-b1192	U00096.3	1242166	1243080	-	915	733	119	139	455	630	315	315	107	164	118	131	184	254	524	597	328	150	242	225	214	232	335	268	451
gene-b1193	U00096.3	1243180	1243791	+	612	2293	380	278	1557	1915	1287	1520	444	693	533	281	715	1075	1889	1769	1302	581	1286	983	995	490	1445	1337	1912
gene-b1194	U00096.3	1243793	1244527	-	735	433	76	64	325	351	326	310	88	111	91	55	165	296	355	421	286	114	280	245	236	96	410	263	356
gene-b1195	U00096.3	1244728	1244982	+	255	253	41	47	84	207	56	47	10	21	21	53	17	36	144	100	41	17	27	31	37	85	99	23	111
gene-b1196	U00096.3	1245160	1245600	+	441	30	7	14	28	19	19	10	6	9	7	8	4	16	26	29	10	1	14	18	11	12	41	11	19
gene-b1197	U00096.3	1245679	1247376	-	1698	509	65	100	330	343	236	230	56	67	45	50	86	119	352	411	251	45	178	133	154	170	282	154	332
gene-b1198	U00096.3	1247696	1249114	-	1419	1728	357	388	1337	1432	948	1114	467	586	358	307	670	1264	1517	1428	819	536	697	807	560	699	1367	1610	1111
gene-b1199	U00096.3	1249125	1249757	-	633	2376	462	444	1573	1995	1000	1493	493	668	439	404	899	1518	2251	1467	1071	658	926	859	694	760	1388	2135	1640
gene-b1200	U00096.3	1249768	1250838	-	1071	5049	948	949	2938	4062	1948	3328	1033	1350	982	799	1733	2988	4746	2895	2502	1447	2117	1853	1575	1415	2718	4394	3426
gene-b1201	U00096.3	1251066	1252985	+	1920	913	257	188	434	811	286	312	137	237	185	181	162	323	731	504	236	277	265	292	165	351	420	295	646
gene-b1202	U00096.3	1253085	1255952	-	2868	259	49	76	113	153	100	122	48	67	78	56	68	155	152	164	87	62	101	140	75	125	177	145	150
gene-b1203	U00096.3	1256721	1257812	-	1092	2859	388	347	1686	2351	2026	2243	608	799	665	392	947	1420	2079	2799	1979	594	1903	1380	1530	721	1999	2115	2236
gene-b1204	U00096.3	1257929	1258513	-	585	372	52	66	238	334	235	251	79	115	74	54	118	192	199	361	211	84	215	187	200	171	247	261	247
gene-b1205	U00096.3	1258791	1259069	+	279	658	143	170	219	617	180	185	97	133	94	140	100	237	444	230	137	121	125	176	124	242	281	273	358
gene-b1206	U00096.3	1259124	1260803	-	1680	694	117	149	545	651	394	514	137	223	148	100	224	350	488	669	449	175	401	320	341	224	454	548	441
gene-b1207	U00096.3	1260928	1261875	-	948	6223	1246	1054	4562	5563	4607	4511	1842	2725	1819	998	2747	4174	5202	5435	3761	2096	4098	4172	2893	1935	4623	5014	6005
