Geneid	0_R1	0_R2	5_R1	5_R2	15_R1	15_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-MSMEI_RS04640	54	40	6	15	0	3	4	4	0	0	1	1	host	gene-MSMEI_RS04640
gene-MSMEI_RS14270	3	16	3	3	1	5	0	2	1	1	0	1	host	gene-MSMEI_RS14270
gene-MSMEI_RS29830	46	97	16	54	4	16	4	10	4	3	1	0	host	lysS
gene-MSMEI_RS14770	13	24	5	13	2	3	0	6	1	1	1	2	host	gene-MSMEI_RS14770
gene-MSMEI_RS08490	0	1	1	1	0	0	0	0	0	0	0	0	host	araA
gene-MSMEI_RS26165	4	10	0	2	0	3	0	2	0	1	1	0	host	gene-MSMEI_RS26165
gene-MSMEI_RS06065	3	8	6	8	4	3	0	1	0	2	0	1	host	gene-MSMEI_RS06065
gene-MSMEI_RS25190	1	3	1	1	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS25190
gene-MSMEI_RS08905	131	145	6	19	0	7	1	2	0	0	1	1	host	gene-MSMEI_RS08905
gene-MSMEI_RS13375	1	1	0	2	1	0	0	0	0	0	0	0	host	hypB
gene-MSMEI_RS21685	0	0	1	1	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS21685
gene-MSMEI_RS35505	0	0	0	0	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS35505
gene-MSMEI_RS26150	3	9	9	34	22	34	0	0	0	1	2	0	host	gene-MSMEI_RS26150
gene-MSMEI_RS01085	2	11	0	8	0	0	1	1	0	0	2	0	host	gene-MSMEI_RS01085
gene-MSMEI_RS11405	40	33	20	48	4	6	1	8	1	0	5	1	host	gene-MSMEI_RS11405
gene-MSMEI_RS26330	1	1	0	9	0	5	0	0	0	0	0	0	host	gene-MSMEI_RS26330
gene-MSMEI_RS14600	6	8	1	5	1	1	0	0	0	0	1	0	host	gene-MSMEI_RS14600
gene-MSMEI_RS29985	5	8	1	2	2	0	0	0	0	0	0	1	host	gene-MSMEI_RS29985
gene-MSMEI_RS20200	8	16	2	2	1	2	3	0	0	5	0	2	host	gene-MSMEI_RS20200
gene-MSMEI_RS05940	10	28	25	58	10	15	0	2	1	0	1	0	host	gene-MSMEI_RS05940
gene-MSMEI_RS13690	17	29	12	29	2	15	0	2	3	2	5	3	host	aftC
gene-MSMEI_RS31995	3	0	4	1	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS31995
gene-MSMEI_RS21825	1	1	0	2	1	1	0	0	0	0	0	0	host	gene-MSMEI_RS21825
gene-MSMEI_RS15930	28	37	10	19	4	4	1	6	2	3	1	1	host	gene-MSMEI_RS15930
gene-MSMEI_RS04620	58	102	10	47	5	8	2	5	3	1	0	1	host	gene-MSMEI_RS04620
gene-MSMEI_RS16165	10	15	2	4	2	5	0	0	0	0	0	1	host	gene-MSMEI_RS16165
gene-MSMEI_RS11445	25	44	1	9	3	3	0	5	1	3	0	0	host	gene-MSMEI_RS11445
gene-MSMEI_RS12635	0	1	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS12635
gene-MSMEI_RS11090	9	8	4	5	1	2	1	3	0	1	3	2	host	gene-MSMEI_RS11090
gene-MSMEI_RS00745	1	5	2	2	0	2	0	0	0	0	0	0	host	gene-MSMEI_RS00745
gene-MSMEI_RS03025	2	1	0	4	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS03025
gene-MSMEI_RS14560	55	37	8	19	6	3	0	1	0	0	3	0	host	gene-MSMEI_RS14560
gene-MSMEI_RS14685	170	278	19	28	4	5	5	12	4	3	2	0	host	gene-MSMEI_RS14685
gene-MSMEI_RS19485	1	5	0	4	0	7	0	0	0	0	0	0	host	gene-MSMEI_RS19485
gene-MSMEI_RS22300	184	216	34	173	51	75	6	12	8	10	3	3	host	lepA
gene-MSMEI_RS20185	9	19	4	3	1	4	0	0	0	0	1	0	host	gene-MSMEI_RS20185
gene-MSMEI_RS14045	1	0	0	0	0	3	0	0	0	0	0	0	host	gene-MSMEI_RS14045
gene-MSMEI_RS31545	8	10	2	5	2	2	1	4	0	1	0	2	host	gene-MSMEI_RS31545
gene-MSMEI_RS13365	0	0	0	0	0	0	0	1	0	0	0	1	host	gene-MSMEI_RS13365
gene-MSMEI_RS06175	49	84	7	50	5	20	4	14	2	6	0	7	host	gene-MSMEI_RS06175
gene-MSMEI_RS23275	0	1	0	0	0	0	0	2	0	0	0	0	host	gene-MSMEI_RS23275
gene-MSMEI_RS13815	0	0	0	0	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS13815
gene-MSMEI_RS21180	41	68	17	67	12	43	3	22	1	5	5	2	host	gene-MSMEI_RS21180
gene-MSMEI_RS20230	11	5	6	3	2	1	0	2	1	1	0	0	host	gene-MSMEI_RS20230
gene-MSMEI_RS14200	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS14200
gene-MSMEI_RS35290	25	50	4	15	0	14	0	1	0	1	0	0	host	gene-MSMEI_RS35290
gene-MSMEI_RS12865	89	96	22	113	4	19	3	10	2	1	1	2	host	gene-MSMEI_RS12865
gene-MSMEI_RS05580	0	2	3	4	1	8	0	0	0	0	0	0	host	gene-MSMEI_RS05580
gene-MSMEI_RS33705	25	40	6	26	3	5	0	0	0	1	0	0	host	gene-MSMEI_RS33705
gene-MSMEI_RS04335	5	7	1	6	1	8	1	1	0	2	0	1	host	gene-MSMEI_RS04335
gene-MSMEI_RS12475	1	9	0	0	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS12475
gene-MSMEI_RS34195	4	8	0	1	0	4	0	1	0	0	0	2	host	gene-MSMEI_RS34195
gene-MSMEI_RS26645	10	17	0	20	2	3	0	5	1	0	0	1	host	arcA
gene-MSMEI_RS12790	5	5	1	1	0	2	0	1	0	0	1	0	host	gene-MSMEI_RS12790
gene-MSMEI_RS02715	16	71	2	3	1	4	0	6	1	1	0	0	host	gene-MSMEI_RS02715
gene-MSMEI_RS11150	4	7	0	1	0	1	0	1	0	0	0	0	host	gene-MSMEI_RS11150
gene-MSMEI_RS10800	1	2	0	1	0	0	0	0	0	1	2	0	host	gene-MSMEI_RS10800
gene-MSMEI_RS32370	19	20	4	3	1	2	1	0	0	0	0	0	host	gene-MSMEI_RS32370
gene-MSMEI_RS15190	132	211	53	135	14	24	6	19	4	11	5	10	host	gene-MSMEI_RS15190
gene-MSMEI_RS18815	0	1	0	1	0	1	0	0	0	1	0	1	host	gene-MSMEI_RS18815
gene-MSMEI_RS22670	1	3	3	4	0	3	0	0	0	0	0	1	host	gene-MSMEI_RS22670
gene-MSMEI_RS33385	8	9	7	8	2	0	1	3	0	0	0	0	host	sigJ
gene-MSMEI_RS19355	9	10	1	0	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS19355
gene-MSMEI_RS04845	7	1	0	2	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS04845
gene-MSMEI_RS27180	15	30	1	18	4	13	1	1	1	0	2	0	host	gene-MSMEI_RS27180
gene-MSMEI_RS11460	16	31	13	19	2	3	0	5	0	3	1	1	host	gene-MSMEI_RS11460
gene-MSMEI_RS05630	1	1	0	1	0	3	0	0	0	0	0	0	host	gene-MSMEI_RS05630
gene-MSMEI_RS09445	10	15	1	1	0	0	0	0	0	0	0	1	host	gene-MSMEI_RS09445
gene-MSMEI_RS28210	0	4	0	0	0	0	0	1	0	0	0	1	host	gene-MSMEI_RS28210
gene-MSMEI_RS06095	0	1	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS06095
gene-MSMEI_RS26825	50	116	24	86	8	15	14	34	7	10	1	7	host	gene-MSMEI_RS26825
gene-MSMEI_RS23470	1	1	0	0	1	0	2	0	0	0	0	0	host	gene-MSMEI_RS23470
gene-MSMEI_RS24280	4	11	0	8	0	3	0	1	0	1	0	0	host	gene-MSMEI_RS24280
gene-MSMEI_RS31525	0	1	0	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS31525
gene-MSMEI_RS02805	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS02805
gene-MSMEI_RS23850	2	2	1	0	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS23850
gene-MSMEI_RS09795	11	4	3	5	4	5	0	0	0	0	0	0	host	gene-MSMEI_RS09795
gene-MSMEI_RS07790	10	37	2	13	1	0	0	0	1	1	0	0	host	gene-MSMEI_RS07790
gene-MSMEI_RS04580	7	6	4	1	0	0	0	1	0	0	1	0	host	gene-MSMEI_RS04580
gene-MSMEI_RS17910	330	386	40	163	31	52	5	21	8	11	4	11	host	gene-MSMEI_RS17910
gene-MSMEI_RS04785	36	53	25	71	14	29	1	6	1	2	4	4	host	hemL
gene-MSMEI_RS09200	16	27	4	31	2	14	0	0	0	0	1	0	host	gene-MSMEI_RS09200
gene-MSMEI_RS23165	54	55	20	92	15	32	0	4	2	4	0	4	host	gene-MSMEI_RS23165
gene-MSMEI_RS16420	5	10	0	8	3	2	0	0	0	0	0	2	host	gene-MSMEI_RS16420
gene-MSMEI_RS31585	25	43	7	26	9	13	1	8	4	3	1	0	host	gene-MSMEI_RS31585
gene-MSMEI_RS05000	4	6	5	9	3	4	3	0	1	1	2	2	host	gene-MSMEI_RS05000
gene-MSMEI_RS30075	7	19	13	33	4	6	0	4	1	0	1	0	host	gene-MSMEI_RS30075
gene-MSMEI_RS07335	5	6	1	1	1	1	0	1	0	0	0	1	host	gene-MSMEI_RS07335
gene-MSMEI_RS21665	0	3	0	0	1	2	0	1	0	0	0	1	host	gene-MSMEI_RS21665
gene-MSMEI_RS27835	15	14	1	5	0	2	1	5	0	0	0	1	host	gene-MSMEI_RS27835
gene-MSMEI_RS11170	12	9	2	1	0	0	0	2	0	0	0	0	host	gene-MSMEI_RS11170
gene-MSMEI_RS05510	4	7	4	12	0	6	1	0	0	0	1	0	host	gene-MSMEI_RS05510
gene-MSMEI_RS08330	38	85	15	50	14	7	1	3	2	1	0	0	host	gene-MSMEI_RS08330
gene-MSMEI_RS19140	118	139	25	31	6	3	1	3	0	3	0	2	host	prcA
gene-MSMEI_RS05610	65	50	5	32	9	17	1	4	3	5	8	7	host	htpX
gene-MSMEI_RS32195	9	16	1	10	0	5	0	0	0	1	0	0	host	gene-MSMEI_RS32195
gene-PBI_KAMPY_34	0	0	1	0	10	16	62	174	150	242	354	247	phage	34
gene-MSMEI_RS29745	728	710	30	340	100	204	15	13	11	13	5	11	host	carD
gene-MSMEI_RS19495	2	4	0	0	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS19495
gene-MSMEI_RS07325	3	4	2	4	1	1	0	2	0	1	0	0	host	gene-MSMEI_RS07325
gene-MSMEI_RS28175	1561	1747	3304	3307	777	1081	534	3769	547	883	3672	2196	host	gene-MSMEI_RS28175
gene-MSMEI_RS18280	4	8	0	2	1	3	0	0	0	0	0	0	host	gene-MSMEI_RS18280
gene-MSMEI_RS22880	21	20	8	27	2	3	1	1	1	2	3	2	host	gene-MSMEI_RS22880
gene-MSMEI_RS25395	18	51	2	3	1	6	1	0	1	0	2	0	host	gene-MSMEI_RS25395
gene-MSMEI_RS31430	1	1	1	7	0	3	0	0	0	0	0	0	host	gene-MSMEI_RS31430
gene-MSMEI_RS12230	2	2	1	1	0	0	1	0	0	0	0	0	host	gene-MSMEI_RS12230
gene-MSMEI_RS10780	0	3	0	1	0	0	0	2	0	0	0	0	host	gene-MSMEI_RS10780
gene-MSMEI_RS28510	55	76	10	24	15	10	2	9	2	2	0	4	host	gene-MSMEI_RS28510
gene-MSMEI_RS27975	21	33	12	38	7	10	1	5	0	1	3	0	host	gene-MSMEI_RS27975
gene-MSMEI_RS21765	17	18	1	10	2	0	0	2	0	3	1	0	host	gene-MSMEI_RS21765
gene-MSMEI_RS28795	0	1	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS28795
gene-MSMEI_RS21885	6	10	2	6	3	5	0	2	0	1	0	0	host	gene-MSMEI_RS21885
gene-MSMEI_RS26525	43	12	17	6	3	4	4	19	9	9	8	6	host	gene-MSMEI_RS26525
gene-MSMEI_RS15900	30	12	3	9	0	3	0	0	0	1	0	2	host	gene-MSMEI_RS15900
gene-MSMEI_RS16155	8	4	1	1	0	0	0	0	0	0	1	0	host	gene-MSMEI_RS16155
gene-MSMEI_RS20945	18	25	11	142	26	48	2	12	0	1	8	1	host	gene-MSMEI_RS20945
gene-MSMEI_RS03750	1	3	2	0	0	0	0	0	0	0	1	0	host	gene-MSMEI_RS03750
gene-MSMEI_RS17150	5	4	0	4	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS17150
gene-MSMEI_RS10100	21	37	7	13	2	3	0	0	0	1	3	0	host	gene-MSMEI_RS10100
gene-MSMEI_RS06765	40	73	9	31	13	24	0	10	1	3	1	1	host	mceG
gene-MSMEI_RS19990	0	2	0	0	0	0	0	0	0	0	0	1	host	gene-MSMEI_RS19990
gene-MSMEI_RS35945	5	2	0	5	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS35945
gene-MSMEI_RS01745	7	4	2	8	2	4	0	3	0	0	0	0	host	gene-MSMEI_RS01745
gene-MSMEI_RS19190	72	85	12	20	3	5	2	5	1	2	0	1	host	gene-MSMEI_RS19190
gene-MSMEI_RS18605	12	23	2	1	0	1	0	1	0	2	2	0	host	gene-MSMEI_RS18605
gene-MSMEI_RS12150	28	49	10	26	2	2	0	7	1	2	1	3	host	gene-MSMEI_RS12150
gene-MSMEI_RS20090	4	3	0	1	2	3	1	1	1	0	1	0	host	gene-MSMEI_RS20090
gene-MSMEI_RS25860	13	20	7	4	1	1	11	5	1	2	0	0	host	gene-MSMEI_RS25860
gene-MSMEI_RS01600	1	13	0	3	2	1	0	0	0	0	0	0	host	gene-MSMEI_RS01600
gene-MSMEI_RS14325	1	4	0	2	3	0	0	0	0	0	0	0	host	gene-MSMEI_RS14325
gene-MSMEI_RS00200	0	2	1	1	0	1	0	1	0	0	0	2	host	gene-MSMEI_RS00200
gene-MSMEI_RS25170	2	5	2	1	0	4	0	0	0	0	1	1	host	gene-MSMEI_RS25170
gene-MSMEI_RS12620	0	1	0	1	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS12620
gene-MSMEI_RS13015	37	23	45	31	11	12	6	28	6	10	25	18	host	gene-MSMEI_RS13015
gene-MSMEI_RS16875	3	10	2	8	2	2	0	0	1	0	0	0	host	gene-MSMEI_RS16875
gene-MSMEI_RS23700	102	107	23	72	20	20	1	8	4	4	1	3	host	gene-MSMEI_RS23700
gene-MSMEI_RS08680	9	8	2	12	3	9	0	0	0	0	0	0	host	gene-MSMEI_RS08680
gene-MSMEI_RS25515	10	2	0	6	0	1	2	1	0	0	0	2	host	gene-MSMEI_RS25515
gene-MSMEI_RS15415	1	2	1	4	2	1	0	1	0	0	0	0	host	gene-MSMEI_RS15415
gene-MSMEI_RS29800	86	101	24	36	8	9	2	3	8	3	0	2	host	gene-MSMEI_RS29800
gene-PBI_KAMPY_88	0	0	35	283	319	695	86	158	20	29	131	191	phage	88
gene-MSMEI_RS13935	222	439	684	2390	631	1194	69	287	40	59	286	197	host	gene-MSMEI_RS13935
gene-MSMEI_RS14880	109	129	14	58	16	18	2	1	0	1	3	0	host	gene-MSMEI_RS14880
gene-MSMEI_RS27330	1	3	0	0	1	1	0	2	0	0	2	0	host	gene-MSMEI_RS27330
gene-MSMEI_RS29515	4	8	3	4	1	0	1	0	0	0	0	2	host	gene-MSMEI_RS29515
gene-MSMEI_RS20020	11	30	4	15	5	10	5	4	0	0	0	1	host	gene-MSMEI_RS20020
gene-MSMEI_RS33275	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS33275
gene-MSMEI_RS18210	3	10	4	8	2	0	1	1	0	0	0	0	host	gene-MSMEI_RS18210
gene-MSMEI_RS33865	187	289	36	131	22	31	5	24	7	17	7	8	host	leuS
gene-MSMEI_RS29760	73	69	13	43	5	10	1	6	1	7	11	9	host	disA
gene-MSMEI_RS10505	0	1	0	9	2	3	0	0	0	0	0	0	host	gene-MSMEI_RS10505
gene-MSMEI_RS01755	4	4	0	0	2	0	0	0	0	0	0	0	host	gene-MSMEI_RS01755
gene-MSMEI_RS27035	117	154	41	60	16	20	5	14	6	14	16	5	host	gene-MSMEI_RS27035
gene-MSMEI_RS15505	44	84	16	25	3	3	3	5	2	6	2	4	host	fabG1
gene-MSMEI_RS03715	23	38	4	10	0	5	0	1	1	1	0	0	host	gene-MSMEI_RS03715
gene-MSMEI_RS28585	25	40	12	43	2	9	4	5	0	2	0	0	host	gene-MSMEI_RS28585
gene-MSMEI_RS14680	62	68	1	7	3	8	1	6	0	1	0	1	host	urtA
gene-MSMEI_RS08600	36	69	14	49	6	7	3	7	1	2	3	1	host	gene-MSMEI_RS08600
gene-MSMEI_RS25235	9	6	6	6	1	3	1	6	0	1	2	2	host	gene-MSMEI_RS25235
gene-MSMEI_RS30800	11	9	22	26	14	11	0	1	0	0	0	0	host	gene-MSMEI_RS30800
gene-MSMEI_RS22470	2	5	1	8	0	0	0	6	0	1	1	0	host	gene-MSMEI_RS22470
gene-MSMEI_RS12030	7	11	5	6	3	0	6	7	0	1	0	1	host	gene-MSMEI_RS12030
gene-MSMEI_RS04055	1	4	0	3	0	0	0	0	0	0	1	0	host	gene-MSMEI_RS04055
gene-MSMEI_RS18650	634	387	44	155	36	67	8	50	26	33	7	14	host	infC
gene-MSMEI_RS05470	1	0	1	0	0	2	0	1	1	0	0	0	host	gene-MSMEI_RS05470
gene-MSMEI_RS32335	2	7	0	4	1	5	0	1	0	0	0	0	host	gene-MSMEI_RS32335
gene-MSMEI_RS10075	2	8	1	1	0	0	0	0	1	0	0	0	host	gene-MSMEI_RS10075
gene-MSMEI_RS27770	14	14	5	12	4	5	0	0	0	0	1	1	host	gene-MSMEI_RS27770
gene-MSMEI_RS25535	2	13	3	7	1	2	0	1	0	0	0	2	host	gene-MSMEI_RS25535
gene-MSMEI_RS08845	644	667	225	412	29	37	3	18	3	3	4	6	host	gene-MSMEI_RS08845
gene-MSMEI_RS22935	67	128	11	36	1	6	0	12	2	3	1	0	host	gene-MSMEI_RS22935
gene-MSMEI_RS15875	86	144	43	95	22	33	11	27	5	13	16	10	host	gltB
gene-MSMEI_RS17560	0	0	0	1	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS17560
gene-MSMEI_RS35255	3	2	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS35255
gene-MSMEI_RS16880	3	7	2	18	2	2	1	1	2	0	0	0	host	gene-MSMEI_RS16880
gene-MSMEI_RS06780	122	83	149	205	31	53	31	291	21	44	989	195	host	gene-MSMEI_RS06780
gene-MSMEI_RS29195	20	31	6	15	15	10	0	2	1	0	1	0	host	gene-MSMEI_RS29195
gene-MSMEI_RS30390	1	0	0	2	1	1	0	1	0	0	0	0	host	gene-MSMEI_RS30390
gene-MSMEI_RS00215	6	13	2	13	4	5	0	1	0	1	2	0	host	ygiD
gene-MSMEI_RS29995	203	271	13	40	6	15	3	15	2	9	3	2	host	gene-MSMEI_RS29995
gene-MSMEI_RS11250	6	10	2	12	0	3	0	1	0	1	1	0	host	gene-MSMEI_RS11250
gene-MSMEI_RS04465	5	14	0	17	7	11	1	2	0	0	2	1	host	gene-MSMEI_RS04465
gene-MSMEI_RS13285	2	19	5	5	2	4	0	3	0	1	0	0	host	hypD
gene-MSMEI_RS26315	0	1	6	11	3	4	0	1	0	0	0	0	host	gene-MSMEI_RS26315
gene-MSMEI_RS12845	13	4	1	7	0	1	1	0	0	0	0	0	host	gene-MSMEI_RS12845
gene-MSMEI_RS30470	13	17	15	25	2	6	0	8	1	0	0	5	host	gene-MSMEI_RS30470
gene-MSMEI_RS13280	10	36	7	18	8	8	1	2	0	1	0	0	host	gene-MSMEI_RS13280
gene-MSMEI_RS34385	0	0	0	2	1	1	0	0	0	0	0	0	host	gene-MSMEI_RS34385
gene-MSMEI_RS09510	16	13	5	10	2	0	0	2	0	0	0	0	host	gene-MSMEI_RS09510
gene-MSMEI_RS04485	18	31	4	18	6	13	0	2	0	1	0	2	host	gene-MSMEI_RS04485
gene-MSMEI_RS30460	12	18	8	5	2	0	1	3	0	1	0	0	host	gene-MSMEI_RS30460
gene-MSMEI_RS24710	9	12	1	5	1	2	0	2	0	0	3	0	host	map
gene-MSMEI_RS03045	10	21	12	27	4	7	1	0	0	2	0	0	host	gene-MSMEI_RS03045
gene-MSMEI_RS15155	64	73	27	56	5	10	5	12	7	5	4	5	host	uvrC
gene-MSMEI_RS12115	8	14	1	1	0	1	0	0	1	0	0	0	host	gene-MSMEI_RS12115
gene-MSMEI_RS05060	3	10	2	3	0	2	0	1	1	0	1	3	host	gene-MSMEI_RS05060
gene-MSMEI_RS01240	3	10	3	7	1	4	0	0	1	0	2	0	host	gene-MSMEI_RS01240
gene-MSMEI_RS07095	5	7	2	10	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS07095
gene-MSMEI_RS06470	0	0	0	1	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS06470
gene-MSMEI_RS33540	2	6	1	3	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS33540
gene-MSMEI_RS28240	26	32	6	11	0	2	1	2	0	1	3	3	host	gene-MSMEI_RS28240
gene-MSMEI_RS23130	5	7	1	8	1	2	0	0	0	0	0	0	host	gene-MSMEI_RS23130
gene-MSMEI_RS26990	67	113	27	81	9	20	6	22	4	7	2	4	host	gene-MSMEI_RS26990
gene-MSMEI_RS03315	668	694	42	152	33	39	2	8	5	4	12	6	host	gene-MSMEI_RS03315
gene-MSMEI_RS23650	0	2	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS23650
gene-MSMEI_RS03175	815	850	182	760	145	234	20	69	32	32	25	22	host	gene-MSMEI_RS03175
gene-MSMEI_RS19370	36	14	1	0	2	1	0	0	0	0	0	0	host	gene-MSMEI_RS19370
gene-MSMEI_RS07655	17	15	0	11	1	2	0	1	0	0	0	0	host	gene-MSMEI_RS07655
gene-MSMEI_RS23580	1	1	0	0	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS23580
gene-MSMEI_RS02860	2	1	0	2	0	1	0	0	0	0	0	1	host	gene-MSMEI_RS02860
gene-MSMEI_RS17740	5	4	2	2	0	1	1	0	0	0	1	0	host	gene-MSMEI_RS17740
gene-MSMEI_RS27595	27	29	4	12	2	2	0	2	0	1	2	0	host	gene-MSMEI_RS27595
gene-MSMEI_RS00020	43	57	6	58	17	4	1	7	4	3	3	1	host	recF
gene-MSMEI_RS31805	0	2	1	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS31805
gene-MSMEI_RS14825	2	0	0	3	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS14825
gene-MSMEI_RS30920	11	43	6	10	1	0	1	3	1	2	3	0	host	gene-MSMEI_RS30920
gene-MSMEI_RS12125	7	10	1	1	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS12125
gene-MSMEI_RS21385	9	22	5	11	5	4	1	1	0	1	0	1	host	gene-MSMEI_RS21385
gene-MSMEI_RS10180	0	0	0	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS10180
gene-MSMEI_RS04195	25	23	11	64	3	20	1	4	1	1	3	3	host	gene-MSMEI_RS04195
gene-MSMEI_RS03850	9	20	9	13	0	0	1	1	2	0	2	1	host	gene-MSMEI_RS03850
gene-MSMEI_RS33770	146	332	101	919	268	457	6	35	14	19	9	7	host	rplI
gene-MSMEI_RS19285	3	0	3	7	1	2	0	0	0	0	0	0	host	gene-MSMEI_RS19285
gene-PBI_KAMPY_48	0	0	2	0	19	68	1565	3951	211	326	742	932	phage	48
gene-MSMEI_RS12000	19	29	12	14	4	2	0	4	0	5	0	1	host	gene-MSMEI_RS12000
gene-MSMEI_RS25025	17	25	4	20	3	6	1	7	0	2	0	1	host	gene-MSMEI_RS25025
gene-MSMEI_RS24645	0	4	0	5	0	3	0	0	0	0	0	0	host	gene-MSMEI_RS24645
gene-MSMEI_RS12005	299	304	42	290	85	157	31	74	17	22	16	34	host	rplS
gene-MSMEI_RS20170	16	26	2	4	4	7	2	3	1	5	1	2	host	gene-MSMEI_RS20170
gene-MSMEI_RS16050	20	29	5	15	2	1	0	3	0	0	0	1	host	gene-MSMEI_RS16050
gene-MSMEI_RS17770	22	40	5	14	7	7	0	4	1	2	0	1	host	gene-MSMEI_RS17770
gene-MSMEI_RS06185	16	35	7	8	0	6	1	0	2	4	0	2	host	gene-MSMEI_RS06185
gene-MSMEI_RS23485	51	75	10	69	8	17	1	6	2	3	7	2	host	gene-MSMEI_RS23485
gene-MSMEI_RS27790	5	13	5	9	5	12	0	2	2	2	2	2	host	gene-MSMEI_RS27790
gene-MSMEI_RS26405	45	60	9	14	6	8	0	0	0	0	4	0	host	gene-MSMEI_RS26405
gene-MSMEI_RS25090	32	52	5	23	4	8	0	9	2	1	1	2	host	gene-MSMEI_RS25090
gene-MSMEI_RS08320	33	107	9	39	4	8	0	4	1	1	0	0	host	gene-MSMEI_RS08320
gene-MSMEI_RS11675	180	245	70	286	38	80	15	18	14	22	6	14	host	ilvC
gene-MSMEI_RS15455	51	68	29	60	4	14	1	10	2	7	3	4	host	gene-MSMEI_RS15455
gene-MSMEI_RS12965	2	1	1	3	1	2	0	1	1	1	0	1	host	gene-MSMEI_RS12965
gene-MSMEI_RS33245	4	8	3	5	0	2	0	4	1	1	4	1	host	gene-MSMEI_RS33245
gene-MSMEI_RS32270	18	30	0	7	0	2	0	0	0	1	1	0	host	gene-MSMEI_RS32270
gene-MSMEI_RS19985	0	1	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS19985
gene-MSMEI_RS01670	2	2	1	0	0	2	0	0	0	0	0	0	host	gene-MSMEI_RS01670
gene-MSMEI_RS15200	79	154	37	159	18	39	6	16	7	10	8	7	host	secG
gene-MSMEI_RS30220	12	17	3	3	0	0	1	0	1	1	0	1	host	gene-MSMEI_RS30220
gene-MSMEI_RS09305	7	24	190	58	7	12	3	9	2	6	5	5	host	gene-MSMEI_RS09305
gene-MSMEI_RS23280	2	3	1	0	1	2	0	4	0	0	0	0	host	gene-MSMEI_RS23280
gene-MSMEI_RS27325	3	5	2	12	1	3	0	4	0	5	23	9	host	gene-MSMEI_RS27325
gene-MSMEI_RS21640	1	0	0	0	0	4	0	0	0	0	0	0	host	gene-MSMEI_RS21640
gene-MSMEI_RS16105	17	23	1	6	1	1	1	0	0	0	0	0	host	gene-MSMEI_RS16105
gene-MSMEI_RS15335	0	2	0	1	0	2	0	0	0	0	0	0	host	gene-MSMEI_RS15335
gene-MSMEI_RS31190	0	2	0	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS31190
gene-MSMEI_RS09525	7	5	3	2	0	1	1	1	0	1	0	0	host	gene-MSMEI_RS09525
gene-PBI_KAMPY_37	0	0	0	0	0	0	308	956	81	87	171	175	phage	37
gene-MSMEI_RS14860	14	19	5	16	2	1	1	0	0	1	1	1	host	gene-MSMEI_RS14860
gene-MSMEI_RS15715	4	7	3	7	1	1	0	0	0	0	0	0	host	bioQ
gene-MSMEI_RS28635	11	9	2	5	0	0	0	2	0	1	0	0	host	gene-MSMEI_RS28635
gene-MSMEI_RS35895	4	5	1	3	0	4	1	1	0	0	0	1	host	gene-MSMEI_RS35895
gene-MSMEI_RS08310	28	87	10	21	1	3	1	5	0	2	3	1	host	gene-MSMEI_RS08310
gene-MSMEI_RS25570	23	50	6	18	1	6	0	1	1	0	1	2	host	gene-MSMEI_RS25570
gene-MSMEI_RS28130	3	3	0	4	0	0	0	1	0	1	0	0	host	gene-MSMEI_RS28130
gene-MSMEI_RS32380	71	140	20	32	7	8	1	0	0	1	1	1	host	gene-MSMEI_RS32380
