# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR9951170_sorted.bam" "SRR9951163_sorted.bam" "SRR9951173_sorted.bam" "SRR9951167_sorted.bam" "SRR9951164_sorted.bam" "SRR9951166_sorted.bam" "SRR9951171_sorted.bam" "SRR9951169_sorted.bam" "SRR9951168_sorted.bam" "SRR9951176_sorted.bam" "SRR9951174_sorted.bam" "SRR9951177_sorted.bam" "SRR9951172_sorted.bam" "SRR9951165_sorted.bam" "SRR9951175_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9951170_sorted.bam	SRR9951163_sorted.bam	SRR9951173_sorted.bam	SRR9951167_sorted.bam	SRR9951164_sorted.bam	SRR9951166_sorted.bam	SRR9951171_sorted.bam	SRR9951169_sorted.bam	SRR9951168_sorted.bam	SRR9951176_sorted.bam	SRR9951174_sorted.bam	SRR9951177_sorted.bam	SRR9951172_sorted.bam	SRR9951165_sorted.bam	SRR9951175_sorted.bam
gene-FTB24_03150	CP045224.1	687777	688928	+	1152	213	304	342	163	287	242	299	303	349	331	268	466	271	243	445
gene-FTB24_03155	CP045224.1	689011	689319	+	309	81	120	98	69	105	86	129	114	96	121	104	134	83	109	136
gene-FTB24_03160	CP045224.1	689586	689894	+	309	28	26	133	16	30	12	22	44	140	25	32	131	27	31	47
gene-FTB24_03165	CP045224.1	689984	691330	+	1347	61	48	213	55	77	54	56	123	229	99	71	226	58	76	128
gene-FTB24_03170	CP045224.1	691563	692660	+	1098	23	26	161	20	62	31	25	90	183	49	40	123	60	21	64
gene-FTB24_03175	CP045224.1	692759	693673	+	915	63	62	292	42	107	35	79	131	336	95	86	258	112	37	136
gene-FTB24_03180	CP045224.1	693783	694634	+	852	789	822	707	588	859	653	755	928	756	670	626	1088	817	544	1040
gene-FTB24_03195	CP045224.1	695371	696489	+	1119	2057	2063	1590	1801	1952	2075	1999	2041	2334	2027	2125	2028	2171	2088	2295
gene-FTB24_03200	CP045224.1	696695	697546	+	852	1139	1201	1014	1146	1095	1038	1232	1144	997	1043	1391	1219	1381	978	1161
gene-FTB24_03205	CP045224.1	698157	699191	+	1035	1529	1359	2197	1328	1154	1585	1331	1152	1452	1333	3231	3221	1416	1898	1314
gene-FTB24_03210	CP045224.1	699307	700281	-	975	1488	1039	1120	1069	1336	1107	1411	1321	920	1208	1490	1497	1354	1267	1203
gene-FTB24_03215	CP045224.1	700753	701634	+	882	14317	6183	4976	8969	8726	15676	9299	12012	8723	7014	7238	7395	8116	17585	7139
gene-FTB24_03220	CP045224.1	702858	703643	-	786	52444	34818	26054	36729	45619	43495	45542	43338	40946	42419	38852	41635	38136	62178	46805
gene-FTB24_03225	CP045224.1	704614	706821	+	2208	642	928	2271	473	739	1107	948	504	1549	1043	2984	3104	729	1721	1024
gene-FTB24_03230	CP045224.1	707235	708038	+	804	5329	2936	4007	4760	2771	6114	3562	5190	4400	2521	5533	5176	3780	4239	3015
gene-FTB24_03235	CP045224.1	708050	709180	+	1131	6152	3416	4520	6684	3394	8350	4216	5543	6240	2776	6552	5550	4655	4961	3257
gene-FTB24_03240	CP045224.1	709184	710593	+	1410	7044	3999	4963	7889	4021	11077	5238	5816	7295	3428	7045	6517	5513	6239	4221
gene-FTB24_03245	CP045224.1	710816	711313	+	498	3957	2779	1637	2731	4287	2072	4424	2889	1536	2852	2748	2798	4083	2398	3161
gene-FTB24_03250	CP045224.1	713175	714530	+	1356	102509	51058	23010	54267	72143	73543	68187	100724	78954	60130	40195	37482	53123	103366	64254
gene-FTB24_03255	CP045224.1	714757	715638	-	882	1113	516	911	1128	812	1340	854	1062	1015	552	1081	1088	858	1194	604
gene-FTB24_03260	CP045224.1	715625	716377	-	753	758	464	815	980	539	1244	554	747	859	398	1037	1080	631	1127	500
gene-FTB24_03265	CP045224.1	716629	716946	+	318	21572	4487	3062	12872	7455	7873	11831	14741	4090	5724	5136	3377	13314	10044	5712
gene-FTB24_03270	CP045224.1	717112	717996	+	885	8036	2575	1690	5436	3253	2248	5271	4865	1208	2438	2148	1715	7244	2549	2466
gene-FTB24_03275	CP045224.1	718383	719054	+	672	704	587	755	627	563	741	654	720	769	579	843	916	929	719	675
gene-FTB24_03280	CP045224.1	719042	720088	+	1047	443	555	524	452	418	570	539	500	642	555	611	561	618	596	540
gene-FTB24_03285	CP045224.1	720150	721508	+	1359	991	1269	965	886	989	1106	1124	1046	1081	1145	1408	1314	1241	1258	1288
gene-FTB24_03290	CP045224.1	721519	722205	+	687	866	971	845	715	827	892	946	864	803	1021	1017	1136	998	957	1056
gene-FTB24_03300	CP045224.1	722683	723429	+	747	730	806	2795	511	522	741	529	659	504	835	3841	4114	432	906	941
gene-FTB24_03305	CP045224.1	723489	724163	+	675	787	600	1895	469	516	788	499	732	571	710	2762	2834	497	919	768
gene-FTB24_03310	CP045224.1	724803	725747	+	945	591	463	379	360	614	431	640	629	360	444	489	483	586	440	558
gene-FTB24_03315	CP045224.1	725916	726848	+	933	47261	34329	28514	28508	36780	40437	37023	46071	35472	36404	45070	46191	33475	52519	38915
gene-FTB24_03320	CP045224.1	726952	727419	+	468	46413	29152	20788	26907	33149	34642	35501	41566	24798	31871	36554	38118	30372	45428	33163
gene-FTB24_03325	CP045224.1	727661	728515	-	855	1251	1377	1590	1005	819	584	1025	917	785	1283	1940	1850	1029	790	1083
gene-FTB24_03330	CP045224.1	728675	730645	+	1971	10793	8323	8898	13700	6122	3029	7398	9520	5768	6925	12818	9660	8120	3889	7396
gene-FTB24_03335	CP045224.1	730645	731106	+	462	2157	2146	2914	3979	1218	638	1646	1898	1260	1618	4200	3236	1907	599	1493
gene-FTB24_03340	CP045224.1	731109	731429	+	321	2522	2421	3166	4358	1381	772	1914	2072	1304	1754	4694	3508	1946	800	1740
gene-FTB24_03345	CP045224.1	731430	732545	+	1116	8395	8946	10625	14118	4774	2755	6301	6968	4750	6668	16568	11585	6860	2991	6427
gene-FTB24_03350	CP045224.1	732575	735175	+	2601	23336	22979	25054	34928	13258	7942	16786	18978	12326	28838	38538	27766	17498	8241	18696
gene-FTB24_03355	CP045224.1	735626	735961	+	336	3405	1022	897	1926	1120	2752	1540	2520	1387	974	1339	1145	1922	2646	1110
gene-FTB24_03360	CP045224.1	736098	737375	+	1278	8806	2878	2689	5945	3017	6948	4376	6139	4473	2577	3579	3154	5366	6168	2823
gene-FTB24_03365	CP045224.1	737496	738884	+	1389	72108	19209	16412	47580	23340	50132	39219	45444	23750	19612	23262	16274	50068	59027	19864
gene-FTB24_03370	CP045224.1	739262	739966	+	705	678	454	471	656	548	622	628	605	584	468	511	531	705	703	538
gene-FTB24_03375	CP045224.1	740100	740951	+	852	835	693	535	790	729	769	775	804	775	590	621	630	850	789	684
gene-FTB24_03380	CP045224.1	741132	742277	-	1146	292	181	268	316	238	338	268	293	379	180	283	298	298	352	246
gene-FTB24_03385	CP045224.1	742609	743385	-	777	5186	3644	2128	3364	4466	3649	4855	4669	2671	3975	3335	3082	4371	4285	4059
gene-FTB24_03390	CP045224.1	743975	744949	+	975	56	41	139	55	63	66	46	100	181	53	52	129	107	50	69
gene-FTB24_03395	CP045224.1	745047	745352	+	306	16	8	43	14	21	23	19	48	50	18	16	45	33	11	17
gene-FTB24_03400	CP045224.1	745507	746667	+	1161	95	72	196	85	83	74	58	124	234	113	82	197	139	63	92
gene-FTB24_03405	CP045224.1	746717	747619	+	903	83	58	141	79	79	57	64	125	194	67	53	158	86	59	71
gene-FTB24_03410	CP045224.1	747699	748592	+	894	120	105	219	129	123	116	152	181	201	131	122	243	148	137	143
gene-FTB24_03415	CP045224.1	749047	750186	+	1140	1578	1242	1383	1429	1171	1542	1511	1542	1285	1136	1736	1670	1418	1282	1116
gene-FTB24_03420	CP045224.1	750258	751283	+	1026	1579	1439	1035	1421	1307	1810	1602	1489	1491	1254	1563	1358	4849	1616	1205
gene-FTB24_03425	CP045224.1	751286	752482	+	1197	2486	2111	1427	1797	2078	2346	2508	2090	1826	1888	1889	1899	2523	2227	1854
gene-FTB24_03430	CP045224.1	752692	753417	-	726	1363	833	612	718	1195	862	1296	1173	607	1036	847	913	1158	1078	1113
gene-FTB24_03435	CP045224.1	753895	755994	+	2100	14527	13337	13892	14434	12078	18075	14922	12781	11375	12197	19175	17272	12892	10640	12710
gene-FTB24_03440	CP045224.1	756007	756978	+	972	15186	10697	10964	14128	11942	18163	13966	12755	9223	10658	14994	15211	12643	11355	12306
gene-FTB24_03445	CP045224.1	757055	757681	+	627	14272	9328	7622	12078	11074	15047	12632	11494	7670	10300	10909	11636	11607	9653	11826
gene-FTB24_03455	CP045224.1	758409	759527	+	1119	2018	1360	995	1270	1782	1710	1610	1657	1762	1567	1416	1484	1676	2354	1644
gene-FTB24_03460	CP045224.1	759954	760583	+	630	1154	932	1008	949	601	1483	971	1032	982	752	1413	1195	1065	1126	656
gene-FTB24_03465	CP045224.1	760584	761366	+	783	1826	1393	1344	1696	907	2200	1422	1535	1473	1190	1761	1512	1642	1617	1020
gene-FTB24_03470	CP045224.1	761359	762237	+	879	2064	1523	1423	1887	1027	2579	1610	1780	1500	1267	1942	1615	1804	1741	1046
gene-FTB24_03475	CP045224.1	762270	763229	+	960	2693	1843	1614	2463	1299	3000	2002	2152	1755	1553	2317	1939	2319	2257	1381
gene-FTB24_03480	CP045224.1	763543	764235	+	693	119	83	169	89	96	128	135	131	206	108	116	191	132	142	88
gene-FTB24_03485	CP045224.1	764245	765249	+	1005	355	250	334	218	309	321	333	300	429	268	297	428	322	328	303
gene-FTB24_03490	CP045224.1	765482	766336	+	855	159	123	213	116	143	185	167	145	298	137	148	219	169	185	143
gene-FTB24_03495	CP045224.1	766470	767216	+	747	199	176	313	149	191	238	238	203	430	176	222	329	223	291	234
gene-FTB24_03500	CP045224.1	767216	769132	+	1917	792	632	597	550	750	802	749	744	869	709	777	817	759	890	719
gene-FTB24_03505	CP045224.1	769411	770328	+	918	53	24	181	50	64	101	34	87	195	60	42	150	70	61	72
gene-FTB24_03510	CP045224.1	770406	771143	+	738	49	65	164	57	93	172	56	120	228	80	61	209	79	124	94
gene-FTB24_03515	CP045224.1	771149	772999	+	1851	156	135	351	315	147	639	124	201	746	144	148	398	152	378	172
gene-FTB24_03520	CP045224.1	773001	773915	+	915	256	197	496	287	217	646	189	334	736	188	265	457	244	346	234
gene-FTB24_03525	CP045224.1	773917	774618	+	702	381	237	436	427	322	782	298	393	744	187	394	431	292	451	233
gene-FTB24_03530	CP045224.1	774629	776950	+	2322	804	680	1265	1486	645	2337	684	981	2618	600	1306	1250	875	1221	693
gene-FTB24_03535	CP045224.1	776998	777516	+	519	309	231	417	432	203	670	252	305	851	164	380	455	297	382	241
gene-FTB24_03540	CP045224.1	777519	778499	+	981	745	563	723	884	476	1573	583	749	1341	486	797	783	595	1048	539
gene-FTB24_03545	CP045224.1	778502	778768	+	267	283	181	187	326	212	553	234	267	563	172	282	255	230	432	174
gene-FTB24_03550	CP045224.1	781134	781562	+	429	684	828	749	365	770	634	798	569	550	829	872	968	687	833	920
gene-FTB24_03555	CP045224.1	782025	782795	-	771	1937	1721	1385	1161	1990	1299	2208	1927	734	1766	2366	1900	2103	1305	1755
gene-FTB24_03560	CP045224.1	783119	783664	+	546	48	29	76	30	42	38	33	46	75	37	67	98	34	61	39
gene-FTB24_03565	CP045224.1	783685	784821	+	1137	114	132	299	127	132	141	115	180	321	123	206	348	150	135	173
gene-FTB24_03570	CP045224.1	784825	786216	+	1392	325	243	339	219	244	338	272	326	387	252	333	445	298	322	251
gene-FTB24_03575	CP045224.1	786292	787167	+	876	118	79	220	54	93	117	101	103	181	118	149	261	105	120	127
gene-FTB24_03580	CP045224.1	787170	787760	+	591	430	255	292	233	292	334	356	448	346	350	349	428	335	449	375
gene-FTB24_03585	CP045224.1	787967	788167	-	201	163	133	80	182	214	192	218	239	108	127	143	118	142	228	159
gene-FTB24_03590	CP045224.1	788671	791325	+	2655	13848	3949	4970	12661	9216	60002	8869	14850	20539	4601	6627	13285	7173	30522	6990
gene-FTB24_03595	CP045224.1	791601	793820	+	2220	2506	1791	1206	1556	1912	1772	2112	2259	1949	1801	1642	1744	2087	2150	2053
gene-FTB24_03600	CP045224.1	794074	794736	+	663	528	264	345	421	379	291	390	547	258	261	418	406	400	266	271
gene-FTB24_03605	CP045224.1	795106	796515	+	1410	34609	15810	13015	24909	20147	31158	23847	28114	23141	16453	20340	20061	22338	33979	17925
gene-FTB24_03610	CP045224.1	796630	796905	+	276	681	364	351	535	506	597	567	513	483	332	466	493	464	670	418
gene-FTB24_03615	CP045224.1	797535	797846	+	312	1064	717	1372	1264	709	1001	789	1123	911	646	2031	1580	737	737	625
gene-FTB24_03620	CP045224.1	797848	799773	+	1926	2204	1465	3080	3282	1372	2158	1430	2225	2247	1177	4087	3242	1562	1517	1247
gene-FTB24_03625	CP045224.1	799776	800267	+	492	582	454	985	1019	375	676	425	606	700	337	1220	987	480	433	369
gene-FTB24_03630	CP045224.1	800319	800882	+	564	696	526	1175	1250	424	918	497	714	879	369	1248	1052	574	552	438
gene-FTB24_03635	CP045224.1	800897	801874	+	978	947	625	1224	1539	571	1130	610	954	1035	447	1400	1125	736	698	530
gene-FTB24_03640	CP045224.1	801867	802184	+	318	467	354	710	847	309	572	331	494	564	259	728	667	384	361	315
gene-FTB24_03645	CP045224.1	802301	804079	+	1779	1537	1161	1687	2402	990	1819	1030	1332	1491	814	2265	1812	1236	1149	905
gene-FTB24_03650	CP045224.1	804076	805449	+	1374	1623	1128	1336	2456	1102	2143	1176	1551	1587	929	2033	1574	1397	1339	1004
gene-FTB24_03655	CP045224.1	805455	806123	+	669	737	538	466	1182	568	911	571	828	778	469	799	560	695	620	511
gene-FTB24_03660	CP045224.1	806400	807449	+	1050	26	52	176	29	59	17	38	79	137	57	135	211	64	27	57
gene-FTB24_03665	CP045224.1	807545	808534	+	990	627	528	475	384	566	374	515	544	471	584	533	610	499	434	635
gene-FTB24_03670	CP045224.1	808539	810257	+	1719	2385	2481	1438	1566	2230	1535	2213	2090	1483	2587	1933	2120	2095	1829	2810
gene-FTB24_03675	CP045224.1	810685	811416	+	732	1263	861	664	704	987	835	995	1195	606	772	896	867	975	950	868
gene-FTB24_03680	CP045224.1	811432	813189	-	1758	19824	11326	8394	8332	20756	3879	16554	24054	6115	17041	11909	14970	10091	6825	21820
gene-FTB24_03685	CP045224.1	813419	814852	+	1434	9990	6037	7149	3778	9323	997	8767	10807	2560	8427	10092	14683	4873	2199	9547
gene-FTB24_03690	CP045224.1	814915	816573	+	1659	11483	6164	6677	4354	10492	1373	9665	13513	3214	9056	9098	13172	4704	3213	11222
gene-FTB24_03695	CP045224.1	816826	817530	+	705	205	144	177	172	184	148	181	242	169	159	144	248	127	126	186
gene-FTB24_03700	CP045224.1	817730	818041	+	312	90	88	157	112	134	214	120	120	211	79	73	173	802	161	115
gene-FTB24_03705	CP045224.1	818063	819376	+	1314	371	270	434	468	291	693	326	326	561	268	302	446	353	484	265
gene-FTB24_03710	CP045224.1	819453	820763	+	1311	3492	2678	2662	4138	2488	3799	2870	3272	3761	2547	3555	3075	2983	3380	2623
gene-FTB24_03715	CP045224.1	820789	821520	+	732	2509	2033	2303	3412	1704	3161	2061	2408	2999	1591	2982	2558	2329	2352	1660
gene-FTB24_03720	CP045224.1	821533	821850	+	318	1280	930	1181	1765	823	1600	1022	1211	1422	778	1490	1330	1127	1147	841
gene-FTB24_03725	CP045224.1	821972	822436	-	465	1829	868	621	1308	1216	1380	1368	1628	898	885	934	883	1361	1445	946
gene-FTB24_03730	CP045224.1	822705	823643	+	939	2820	2106	4409	1145	1118	5849	2057	2109	827	1656	6665	4901	2470	3393	1500
gene-FTB24_03735	CP045224.1	823772	824785	+	1014	322	256	738	212	159	695	296	248	294	196	899	613	299	332	169
gene-FTB24_03740	CP045224.1	824791	825813	+	1023	371	289	577	272	196	678	269	295	312	250	654	562	366	404	230
gene-FTB24_03745	CP045224.1	825828	826610	+	783	650	463	744	411	414	887	523	549	545	444	850	837	578	640	451
gene-FTB24_03750	CP045224.1	826622	827962	+	1341	727	514	840	435	478	1084	624	560	617	550	950	961	605	735	580
gene-FTB24_03755	CP045224.1	828053	830335	-	2283	3295	2456	2647	2457	2377	3100	2816	3068	3301	2306	3660	3505	3052	3565	2387
gene-FTB24_03760	CP045224.1	830665	831828	-	1164	154	122	281	155	165	147	140	218	317	140	138	286	156	163	196
gene-FTB24_03765	CP045224.1	831841	832116	-	276	45	29	77	39	34	54	30	51	71	43	37	94	43	60	38
gene-FTB24_03770	CP045224.1	832137	833111	-	975	69	38	105	70	59	61	56	78	130	60	70	141	70	70	77
gene-FTB24_03775	CP045224.1	833381	835273	-	1893	381	291	432	401	338	296	304	441	500	243	418	505	376	296	289
gene-FTB24_03780	CP045224.1	835470	836684	-	1215	121	149	223	92	127	89	140	175	184	153	130	196	147	120	153
gene-FTB24_03785	CP045224.1	836928	838310	+	1383	2576	1737	1850	3001	1472	2878	2021	2455	2075	1285	2625	2081	2064	1571	1282
gene-FTB24_03790	CP045224.1	838322	839671	+	1350	3915	2980	2272	4259	3276	3970	3765	3160	2477	2655	3657	2951	4074	2452	2619
gene-FTB24_03795	CP045224.1	839821	840354	+	534	274	215	196	218	238	220	207	225	265	230	212	246	242	221	244
gene-FTB24_03800	CP045224.1	840438	841247	+	810	831	720	407	604	745	665	753	752	565	703	571	587	750	738	863
gene-FTB24_03805	CP045224.1	841658	843703	+	2046	890	891	663	678	881	616	1063	944	591	761	675	774	1091	572	822
gene-FTB24_03810	CP045224.1	843964	845163	+	1200	72	64	305	88	96	63	77	153	325	110	114	341	109	47	155
gene-FTB24_03815	CP045224.1	845215	845910	+	696	31	36	127	29	43	30	30	50	156	46	36	126	56	20	73
gene-FTB24_03820	CP045224.1	845923	846600	+	678	39	55	130	55	57	69	44	61	113	48	69	132	42	31	44
gene-FTB24_03825	CP045224.1	846765	848366	+	1602	89	114	348	91	156	121	110	165	422	125	168	361	140	81	162
gene-FTB24_03830	CP045224.1	848832	850121	+	1290	839	856	682	549	760	675	871	806	741	775	757	885	829	797	914
gene-FTB24_03835	CP045224.1	850150	850830	+	681	2511	2290	1587	1688	2278	1858	2557	2156	1457	2133	2100	2150	2441	2136	2146
gene-FTB24_03840	CP045224.1	850931	851470	+	540	1610	1380	959	1005	1466	1199	1630	1375	699	1305	1324	1294	1560	1470	1259
gene-FTB24_03845	CP045224.1	851646	852665	+	1020	1671	1375	1014	1118	1613	1078	1858	1526	836	1354	1327	1318	1626	1226	1277
gene-FTB24_03855	CP045224.1	854267	855781	+	1515	10518	6928	6588	11168	7934	11317	10010	8927	10625	5379	9068	7172	10347	10833	5341
gene-FTB24_03860	CP045224.1	855781	856929	+	1149	12532	7788	5592	11299	10034	10806	11880	11285	8881	6822	8399	6860	11084	11466	6852
gene-FTB24_03865	CP045224.1	856948	857178	+	231	5166	3105	2042	4131	4049	3925	4782	4480	2940	2786	3125	2767	4315	4578	2874
gene-FTB24_03870	CP045224.1	857393	858178	+	786	583	574	702	787	561	796	719	632	1083	470	799	753	607	750	496
gene-FTB24_03875	CP045224.1	858468	860378	+	1911	1974	1748	2136	2327	1690	2235	1990	1950	2937	1454	2372	2406	2384	2222	1579
gene-FTB24_03880	CP045224.1	860667	861488	+	822	189	333	765	186	257	147	337	226	331	334	654	822	403	82	316
gene-FTB24_03885	CP045224.1	861529	862296	+	768	346	600	829	313	494	217	579	389	438	596	677	1019	577	213	603
gene-FTB24_03890	CP045224.1	862304	862924	+	621	556	953	626	488	811	357	1006	516	337	972	923	981	926	345	886
gene-FTB24_03895	CP045224.1	863226	863813	-	588	301	332	411	192	275	281	290	315	365	323	423	502	309	396	324
gene-FTB24_03900	CP045224.1	863899	864336	-	438	266	186	163	146	165	263	190	228	204	179	234	239	164	360	205
gene-FTB24_03905	CP045224.1	864440	865438	+	999	5102	2945	2661	3155	2985	4371	3319	4023	2909	3198	3827	3802	3113	5196	3213
gene-FTB24_03910	CP045224.1	865559	866485	-	927	8304	5530	3947	5887	6929	6049	7102	7520	5199	6421	5612	5864	6457	6779	7188
gene-FTB24_03915	CP045224.1	866871	868472	+	1602	56	65	259	81	95	49	65	149	222	111	104	258	105	52	120
gene-FTB24_03920	CP045224.1	869259	870530	+	1272	622	411	596	489	437	719	457	699	655	380	521	646	555	726	500
gene-FTB24_03925	CP045224.1	870803	872308	+	1506	38	44	181	41	56	51	41	96	201	46	48	219	51	47	77
gene-FTB24_03930	CP045224.1	872422	873120	+	699	10	18	100	18	19	17	14	33	78	16	24	71	20	7	41
gene-FTB24_03935	CP045224.1	873422	874492	+	1071	26	21	117	27	40	28	25	66	110	20	34	97	46	27	40
gene-FTB24_03940	CP045224.1	874723	875907	+	1185	34	33	224	35	72	20	32	80	265	58	40	209	57	27	72
gene-FTB24_03945	CP045224.1	876006	877508	+	1503	54	93	229	49	76	70	57	114	298	79	68	227	77	51	107
gene-FTB24_03950	CP045224.1	877580	878836	+	1257	111	96	211	100	111	82	90	130	202	96	112	249	116	90	118
gene-FTB24_03955	CP045224.1	879007	881781	+	2775	480	434	680	373	488	385	467	559	767	515	475	835	498	477	607
gene-FTB24_03965	CP045224.1	882472	883650	+	1179	2354	1609	1104	1361	1954	2056	2037	2197	1815	1632	1722	1518	1902	2788	1739
gene-FTB24_03970	CP045224.1	883975	886878	+	2904	11235	8125	11168	13366	8095	17306	7494	12950	22563	7019	15562	12870	7994	13816	7297
gene-FTB24_03975	CP045224.1	887248	887910	+	663	9790	3291	4467	8980	6245	6310	6341	7563	3937	3860	7360	6674	5720	6352	5675
gene-FTB24_03980	CP045224.1	888032	888994	-	963	2594	1855	1171	1893	2511	1718	2464	2329	1375	2198	1852	2012	2303	2046	2488
gene-FTB24_03985	CP045224.1	889164	890363	-	1200	518	399	531	582	627	576	503	495	640	466	665	877	520	707	665
gene-FTB24_03990	CP045224.1	890660	891106	+	447	338	315	583	286	276	267	311	315	244	248	612	735	284	215	298
gene-FTB24_03995	CP045224.1	891108	892202	+	1095	1233	1065	1437	892	1071	833	1305	1268	781	1035	1647	2015	1182	838	1077
gene-FTB24_04000	CP045224.1	892284	892814	+	531	1277	1285	1055	848	1146	867	1352	1235	748	1155	1383	1675	1179	1070	1252
gene-FTB24_04005	CP045224.1	893141	893974	+	834	228	155	282	130	168	219	193	223	287	175	191	334	176	275	203
gene-FTB24_04015	CP045224.1	895621	896733	-	1113	2055	1278	883	1591	1677	1529	1678	1924	1048	1531	1326	1262	1629	1455	1601
gene-FTB24_04020	CP045224.1	897325	897612	+	288	110	121	163	66	136	138	143	101	181	112	117	199	114	99	115
gene-FTB24_04025	CP045224.1	897857	899584	+	1728	1538	2423	2194	1586	1895	2046	2232	1433	2981	2275	2729	2407	1954	2090	2258
gene-FTB24_04030	CP045224.1	899584	901374	+	1791	2097	3439	3182	2264	3085	2742	3083	1996	4005	3319	3969	3778	2949	2733	3210
gene-FTB24_04035	CP045224.1	901535	901843	-	309	1019	872	546	714	965	969	1070	1031	697	969	987	872	873	1120	903
gene-FTB24_04040	CP045224.1	902105	902644	-	540	1428	970	675	1030	1367	1292	1306	1373	965	1147	1188	1012	1193	1514	1131
gene-FTB24_04045	CP045224.1	902755	903426	-	672	750	610	382	438	696	613	664	700	530	626	537	510	671	771	654
gene-FTB24_04050	CP045224.1	903810	904715	+	906	22	32	194	28	57	32	29	75	221	42	26	161	40	16	66
gene-FTB24_04055	CP045224.1	904872	906233	+	1362	79	106	242	87	93	70	80	109	227	103	170	273	84	46	114
gene-FTB24_04070	CP045224.1	907386	908504	+	1119	2001	1647	1672	1482	2030	1835	1965	1802	1792	1798	1978	2086	1861	2444	4711
gene-FTB24_04080	CP045224.1	909806	910660	-	855	433	422	380	246	395	390	449	423	353	415	547	582	411	500	453
gene-FTB24_04085	CP045224.1	910924	911247	-	324	24	32	51	18	25	28	22	30	35	35	29	52	38	40	32
gene-FTB24_04090	CP045224.1	911450	912079	+	630	32	36	122	39	37	29	42	57	107	32	63	146	53	28	60
gene-FTB24_04095	CP045224.1	912391	912900	+	510	301	241	365	233	265	247	307	297	332	286	441	464	240	257	334
gene-FTB24_04100	CP045224.1	912893	913495	+	603	338	368	529	410	312	357	368	382	540	274	553	521	340	342	336
gene-FTB24_04105	CP045224.1	913602	914621	+	1020	672	595	1036	864	614	758	621	631	1179	554	1129	1082	719	639	618
gene-FTB24_04110	CP045224.1	914939	915964	+	1026	1265	1170	2329	1626	1032	1831	1141	1304	2470	990	2489	2194	1169	3609	907
gene-FTB24_04115	CP045224.1	915976	916461	+	486	949	859	1672	1097	750	1256	768	940	1668	673	1971	1670	823	1074	661
gene-FTB24_04120	CP045224.1	916540	917661	+	1122	3733	2960	4029	3829	2778	3996	3136	3692	4736	2792	5036	4637	2965	4008	2805
gene-FTB24_04125	CP045224.1	917795	918088	+	294	6761	3751	3751	4420	3855	5578	4730	5611	4291	3982	5338	5702	4144	6839	4031
gene-FTB24_04130	CP045224.1	918128	918508	+	381	69	51	126	48	77	77	63	92	185	63	89	139	74	98	77
gene-FTB24_04135	CP045224.1	918574	918717	+	144	794	323	307	424	605	514	764	672	518	577	378	331	609	631	437
gene-FTB24_04140	CP045224.1	919355	921250	+	1896	334	394	951	507	387	530	396	448	925	399	871	988	407	391	422
gene-FTB24_04145	CP045224.1	921713	923116	+	1404	765	847	2214	689	575	758	682	708	769	815	2636	2436	861	676	795
gene-FTB24_04150	CP045224.1	923629	925230	+	1602	4080	3423	4897	5500	3314	5785	3457	4575	8598	3278	5070	4710	3113	4930	3559
gene-FTB24_04155	CP045224.1	925448	927037	+	1590	1811	1653	2948	2873	1737	2426	1816	2173	3196	1531	3350	2998	1686	1648	1470
gene-FTB24_04160	CP045224.1	927250	929430	+	2181	869507	514761	570159	1106212	513805	1131274	557998	870617	1270543	487940	798018	700644	576235	976331	517297
gene-FTB24_04165	CP045224.1	929630	931975	+	2346	3950	2878	4524	6118	2849	6451	3401	3923	9550	2479	4993	4361	3607	4554	2474
gene-FTB24_04170	CP045224.1	932389	934260	+	1872	15184	6978	9718	16190	8029	17616	8852	16583	18976	5862	12449	9995	9136	16368	5971
gene-FTB24_04175	CP045224.1	934367	935074	+	708	1008	605	1242	1711	661	1759	703	1062	2347	500	1408	1123	758	1072	455
gene-FTB24_04180	CP045224.1	935107	936939	+	1833	4666	2662	5108	6936	3342	6858	3890	4850	7757	2414	6304	5254	4058	5389	2406
gene-FTB24_04185	CP045224.1	936986	937387	-	402	38	15	80	24	38	22	34	45	83	42	45	90	46	39	50
gene-FTB24_04190	CP045224.1	937615	940026	+	2412	22388	11699	19837	27807	14718	23106	19393	20724	20542	10180	23691	19219	17880	18173	10058
gene-FTB24_04195	CP045224.1	940329	941906	+	1578	745	628	996	947	677	947	615	800	1010	569	1077	1276	721	679	672
gene-FTB24_04200	CP045224.1	941971	942495	-	525	148	169	182	156	160	149	145	173	116	135	217	221	109	111	156
gene-FTB24_04205	CP045224.1	942440	943552	+	1113	617	657	696	588	591	586	672	654	724	586	895	874	663	599	556
gene-FTB24_04210	CP045224.1	943804	945831	+	2028	8739	8996	14933	9239	5754	13565	7256	8161	12239	8137	18263	15426	7178	10808	7262
gene-FTB24_04215	CP045224.1	946051	946737	+	687	21690	11655	10378	12698	17099	20243	17566	16604	11240	11440	15106	15334	15987	24513	13477
gene-FTB24_04220	CP045224.1	946832	947887	+	1056	3132	1637	1831	2325	4207	3788	2872	2412	3968	1568	2236	2514	2261	4797	1997
gene-FTB24_04225	CP045224.1	948003	949559	+	1557	2143	1429	1947	1756	1909	3213	1992	1844	4850	1262	2293	2283	1659	3614	1444
