Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-SERP0855	124	207	197	315	367	247	218	765	249	108	238	237	host	gene-SERP0855
gene-SERP0732	5742	7493	6966	5165	4623	5535	3622	6006	2433	1556	1989	1566	host	gene-SERP0732
gene-SERP2137	127	492	266	963	1150	456	791	1119	1021	438	1343	1285	host	gene-SERP2137
gene-SERP0902	59	123	84	597	424	133	531	442	456	225	453	546	host	gene-SERP0902
gene-SERP1797	57	182	134	289	236	179	182	247	197	87	177	224	host	gene-SERP1797
gene-FDH45_gp095	0	1	0	9	3792	0	28910	1939	4444	73224	40388	33318	phage	gene-FDH45_gp095
gene-SERP1860	229	86	94	372	109	118	242	139	136	85	105	115	host	modB
gene-SERP0762	37	73	40	183	156	62	183	179	199	114	227	287	host	lspA
gene-SERP1303	136	233	230	1068	648	368	441	911	730	191	769	658	host	gene-SERP1303
gene-FDH45_gp060	0	0	0	14	4064	14	52838	4404	5932	125830	68735	108356	phage	gene-FDH45_gp060
gene-SERP0280	1833	263	212	1944	144	500	392	124	139	87	70	58	host	gene-SERP0280
gene-SERP2506	1938	2091	2046	4250	1535	3037	1242	1965	1304	531	661	614	host	tnpA-3
gene-SERP0028	188	544	484	287	371	461	348	635	347	234	658	381	host	gene-SERP0028
gene-SERP1233	203	423	208	658	779	336	1542	1062	836	583	885	832	host	hemD
gene-SERP1132	226	1040	762	888	1514	947	1258	1972	1228	511	1915	1380	host	glyS
gene-SERP0116	182	479	432	445	637	435	412	727	471	208	644	441	host	recR
gene-SERP0362	6437	1988	2632	5367	1283	2583	1779	1496	1317	504	391	593	host	gene-SERP0362
gene-SERP0282	7799	670	591	5652	430	663	2712	400	387	732	266	508	host	gene-SERP0282
gene-SERP2011	12806	24669	18327	26488	17704	21392	7377	19638	10489	2481	6213	4697	host	gene-SERP2011
gene-SERP0974	1882	2651	1912	2329	1854	2715	782	1999	1025	263	534	479	host	gene-SERP0974
gene-SERP0217	74539	61418	78011	53651	26337	58851	22595	34870	21833	6838	9544	10729	host	gene-SERP0217
gene-SERP2154	36686	4799	4132	25046	2231	3911	10304	2452	1292	3141	986	906	host	budA
gene-FDH45_gp161	0	0	0	2	42	4	266	88	78	605	535	759	phage	gene-FDH45_gp161
gene-SERP0013	79	71	53	168	85	112	142	39	74	62	85	77	host	gene-SERP0013
gene-SERP0093	90	18	14	208	17	25	22	12	6	8	5	3	host	gene-SERP0093
gene-SERP0785	74	194	208	204	357	138	350	580	464	133	460	542	host	gene-SERP0785
gene-SERP2361	7	15	6	11	5	6	6	7	8	3	20	27	host	gene-SERP2361
gene-SERP1900	14624	5406	5628	10467	2824	4299	4699	3981	2244	1362	1191	1436	host	gene-SERP1900
gene-SERP0572	57	410	277	155	395	230	367	559	377	89	137	213	host	oppD
gene-SERP1297	810	972	961	3926	1813	1310	1629	2202	2261	430	850	918	host	gene-SERP1297
gene-SERP1481	1554	2773	2905	3017	2154	3047	1559	2632	1726	490	905	959	host	gene-SERP1481
gene-SERP1652	35	48	40	314	102	96	65	73	73	68	73	68	host	gene-SERP1652
gene-SERP1869	8	19	12	31	27	12	68	28	23	53	51	52	host	ureA
gene-SERP1733	167	191	137	197	193	222	154	194	161	85	227	265	host	gene-SERP1733
gene-SERP1997	23	83	69	139	175	76	88	172	162	51	146	153	host	gene-SERP1997
gene-SERP2063	68	128	107	212	184	138	219	270	235	117	244	245	host	gene-SERP2063
gene-SERP0102	65	408	178	538	713	405	459	441	757	387	967	741	host	gene-SERP0102
gene-SERP2017	563	2146	1531	1553	2148	1730	890	2090	1891	379	1228	1788	host	gene-SERP2017
gene-SERP0042	9	17	19	180	91	72	58	71	85	36	76	49	host	gene-SERP0042
gene-SERP2134	362	971	848	901	586	758	279	752	384	84	240	166	host	gene-SERP2134
gene-SERP0085	1387	1682	1617	1925	1274	1157	7034	1739	1161	3048	1886	2981	host	gene-SERP0085
gene-SERP1320	328	642	631	904	1128	587	726	1732	1046	277	1107	1078	host	gene-SERP1320
gene-SERP1472	111	269	118	464	249	367	348	70	290	195	297	345	host	gene-SERP1472
gene-SERP0602	160	444	329	1103	1014	452	1099	988	946	554	1185	1185	host	gene-SERP0602
gene-SERP1235	875	1094	674	2779	1312	792	2661	1474	1138	986	878	889	host	gene-SERP1235
gene-SERP2128	13777	56522	56599	9738	25107	36536	4265	36883	11178	2575	5349	3534	host	gene-SERP2128
gene-SERP2381	40	63	65	86	77	60	45	82	49	22	43	59	host	gene-SERP2381
gene-SERP0435	1349	679	647	1045	671	577	1205	928	769	493	678	827	host	gene-SERP0435
gene-SERP0889	35	70	65	150	89	91	119	87	92	90	119	157	host	gene-SERP0889
gene-SERP1179	1041	1609	1366	1443	1639	1577	883	2231	1297	324	782	613	host	gene-SERP1179
gene-SERP_tRNA-Cys-1	49	162	124	70	559	130	326	438	288	229	1683	849	host	gene-SERP_tRNA-Cys-1
gene-SERP1878	170	153	218	243	229	213	236	214	163	123	207	325	host	sarY
gene-SERP0759	8	3	0	11	0	4	16	9	4	7	2	1	host	gene-SERP0759
gene-SERP1108	90	51	27	224	38	55	98	21	37	45	45	58	host	gene-SERP1108
gene-SERP0136	200686	87231	95552	163845	46497	71978	70632	68688	35691	20549	13432	15859	host	spoVG
gene-SERP0565	606	564	336	1042	716	597	796	556	566	407	634	528	host	gene-SERP0565
gene-SERP0311	576	825	589	1095	703	827	425	848	538	228	379	471	host	gene-SERP0311
gene-SERP2006	6	15	15	19	57	16	19	20	28	13	23	16	host	gene-SERP2006
gene-SERP0465	732	574	586	1874	628	995	601	659	930	207	348	631	host	gene-SERP0465
gene-SERP_tRNA-Asp-2	132	589	620	164	1681	389	709	1412	760	542	2522	1230	host	gene-SERP_tRNA-Asp-2
gene-SERP1880	88	200	186	316	6375	260	205	7912	4267	82	6382	2645	host	gene-SERP1880
gene-SERP1634	59	55	90	65	55	110	26	48	46	14	31	36	host	gene-SERP1634
gene-SERP0395	96	136	115	443	482	173	430	386	452	163	541	559	host	gene-SERP0395
gene-SERP2303	4	17	16	33	20	18	23	55	36	25	29	43	host	hisH
gene-SERP1316	14799	3344	3738	10200	1999	3707	3279	2203	1601	946	965	1435	host	gene-SERP1316
gene-SERP0204	52	219	218	269	258	173	93	354	201	56	158	144	host	gene-SERP0204
gene-SERP2383	85	90	78	172	131	110	104	132	116	66	120	125	host	gene-SERP2383
gene-SERP2311	13	22	16	69	79	24	67	54	63	21	87	58	host	gene-SERP2311
gene-SERP0794	98	152	120	369	285	125	154	279	172	69	315	201	host	gene-SERP0794
gene-SERP2020	45	31	18	107	36	48	107	25	39	38	56	60	host	gene-SERP2020
gene-SERP1096	112	46	12	396	42	75	130	17	26	49	28	55	host	gene-SERP1096
gene-SERP1465	1255	651	499	1930	690	634	1535	765	872	553	583	896	host	gene-SERP1465
gene-SERP1906	12	85	36	68	95	62	38	109	96	16	102	54	host	gene-SERP1906
gene-FDH45_gp146	0	0	4	195487	184123	75985	408762	268201	368881	251033	303425	303028	phage	gene-FDH45_gp146
gene-SERP0600	3	1	3	12	9	5	20	18	13	10	24	14	host	gene-SERP0600
gene-SERP1100	1411	2103	1776	1735	1440	1556	1671	1840	976	701	1122	1096	host	gene-SERP1100
gene-SERP0186	1582	2647	1986	7226	5184	2283	9033	7267	4611	5702	10083	8764	host	rpsL
gene-SERP_tRNA-Met-1	470	5028	2056	2351	7858	3624	1664	6870	3410	1072	4517	2348	host	gene-SERP_tRNA-Met-1
gene-SERP1707	124	89	27	635	71	141	298	69	103	111	87	138	host	gene-SERP1707
gene-SERP2033	17	32	20	63	40	49	31	47	41	21	48	45	host	gene-SERP2033
gene-SERP1037	402	4514	3380	517	2298	2373	304	2856	715	271	1108	891	host	gene-SERP1037
gene-SERP0202	48	149	59	320	307	138	353	389	288	111	416	374	host	gene-SERP0202
gene-SERP0373	16	26	18	117	79	39	152	116	89	155	238	210	host	gene-SERP0373
gene-SERP1712	217	489	384	394	559	390	808	672	471	411	1432	997	host	atpH
gene-SERP2099	29	188	166	307	258	204	166	415	323	85	218	343	host	xylB
gene-SERP0569	39	7	6	73	13	18	45	4	4	13	14	18	host	gene-SERP0569
gene-FDH45_gp038	0	0	0	3	1090	2	16944	930	1580	34283	11363	20261	phage	gene-FDH45_gp038
gene-SERP0129	2379	1334	1185	2247	1573	838	2294	2132	1225	1071	1521	1433	host	gene-SERP0129
gene-SERP0875	1580	8241	5600	3828	7486	6288	2740	11295	5321	989	3307	3104	host	glnR
gene-SERP2097	1	1	0	0	1	4	1	0	0	0	6	3	host	gene-SERP2097
gene-SERP0833	494	576	504	2517	1204	723	1488	1698	1272	567	999	804	host	gene-SERP0833
gene-SERP0961	407	351	371	866	595	565	288	648	529	167	432	469	host	gene-SERP0961
gene-SERP0077	0	1	1	10	0	0	5	1	1	2	1	6	host	gene-SERP0077
gene-SERP1937	51	125	127	162	180	120	170	252	134	84	202	151	host	fni-2
gene-SERP0075	18	8	4	82	5	6	39	15	9	11	11	28	host	gene-SERP0075
gene-SERP2236	97	71	60	81	125	72	84	168	111	65	207	220	host	gene-SERP2236
gene-SERP2517	22	160	95	269	139	165	77	167	122	24	65	80	host	xylR
gene-FDH45_gp022	0	0	0	11	399	0	1545	98	360	1281	638	587	phage	gene-FDH45_gp022
gene-SERP1275	1253	4561	4016	1628	2428	3346	1216	2849	1527	527	1741	1454	host	ackA
gene-SERP_tRNA-Tyr-1	126	417	342	168	1258	258	689	1039	570	411	2387	1067	host	gene-SERP_tRNA-Tyr-1
gene-SERP2025	120	75	48	184	116	58	159	120	89	84	104	128	host	lytR
gene-SERP1370	763	752	556	783	630	633	719	623	478	295	501	505	host	gene-SERP1370
gene-SERP0112	94	57	24	156	17	26	142	47	37	81	68	50	host	gene-SERP0112
gene-SERP1863	49	152	83	138	218	113	93	231	176	60	182	210	host	gene-SERP1863
gene-SERP0239	163	82	102	309	196	81	413	317	254	268	512	692	host	mvaD
gene-FDH45_gp193	0	0	1	192	12828	10	62367	10009	11568	70280	31637	23151	phage	gene-FDH45_gp193
gene-SERP0844	251	242	171	301	419	213	433	571	444	169	414	400	host	gene-SERP0844
gene-SERP0120	4182	2607	2315	3442	1037	3176	1050	1506	1492	344	465	657	host	tmk
gene-SERP1270	56782	33313	54026	50408	19118	38366	20303	24482	14724	7399	5583	5325	host	gene-SERP1270
gene-SERP2479	468	332	390	3242	591	491	1768	767	1170	679	755	1094	host	gene-SERP2479
gene-SERP0460	14	1	0	36	3	11	24	3	7	22	18	17	host	gene-SERP0460
gene-SERP1776	247	276	207	561	347	239	603	434	356	300	333	427	host	gene-SERP1776
gene-SERP1221	4341	2058	1910	5011	1949	1712	4157	2692	1557	1722	1565	1818	host	spc-1
gene-FDH45_gp074	0	0	0	3	296	1	3741	246	507	8791	3190	5206	phage	gene-FDH45_gp074
gene-SERP2215	7	9	5	31	34	23	22	3	1	8	15	8	host	gene-SERP2215
gene-SERP1376	2009	3382	2522	5122	2785	3688	1330	2281	2291	629	1701	1598	host	gene-SERP1376
gene-SERP2257	15	56	61	31	56	61	34	89	48	21	49	54	host	gene-SERP2257
gene-SERP0266	129	779	654	576	701	716	511	825	714	220	576	590	host	gene-SERP0266
gene-SERP2252	99	75	81	138	73	58	128	94	83	36	63	63	host	sepA
gene-SERP2548	3397	6795	5403	4544	6698	4617	7717	8955	4442	3309	5061	4753	host	gyrA
gene-SERP0109	479	245	248	443	209	184	327	264	149	318	342	328	host	gltD
gene-SERP0871	4006	3743	2765	3722	2405	3326	2685	2785	1981	1407	1722	1451	host	gene-SERP0871
gene-SERP0164	28075	45841	22611	32785	38769	29878	14921	56798	30683	4964	18901	22349	host	gene-SERP0164
gene-SERP0525	110	498	392	418	370	447	144	533	307	76	290	189	host	gene-SERP0525
gene-SERP1337	14	61	27	209	148	82	61	132	178	37	141	191	host	gene-SERP1337
gene-SERP1262	1647	3539	4126	4066	3308	2728	2389	5177	2967	723	1774	1892	host	pfkA
gene-SERP1354	112	188	158	235	166	155	289	213	179	158	169	164	host	gene-SERP1354
gene-SERP0950	28	54	43	62	80	56	141	104	84	64	115	134	host	gene-SERP0950
gene-SERP2274	400	669	484	357	365	422	265	530	218	271	539	572	host	gene-SERP2274
gene-SERP1338	58	331	278	686	979	305	379	994	925	174	855	988	host	gene-SERP1338
gene-SERP0467	1160	325	320	1173	293	471	892	306	516	435	285	418	host	gene-SERP0467
gene-SERP2181	14	5	5	30	7	12	13	6	15	7	23	15	host	gene-SERP2181
gene-FDH45_gp181	0	0	0	20	3825	2	32602	3022	5858	44169	23341	34246	phage	gene-FDH45_gp181
gene-SERP2375	14	44	28	47	57	28	37	55	45	18	40	24	host	gene-SERP2375
gene-SERP0306	2468	2431	2149	12007	3589	2247	8209	4522	3146	3563	2616	3210	host	gene-SERP0306
gene-SERP1618	9	55	39	47	83	47	9	44	41	15	67	41	host	gene-SERP1618
gene-SERP0845	102	160	67	170	253	139	281	232	253	114	269	278	host	gene-SERP0845
gene-SERP0798	178	725	1038	258	1463	407	337	877	436	161	986	494	host	acpP
gene-SERP1292	4801	12341	8577	9409	7519	8900	2506	8794	3743	682	2317	1696	host	gene-SERP1292
gene-SERP2037	470	584	609	637	541	492	452	690	483	159	356	480	host	gene-SERP2037
gene-SERP0083	5655	38	31	13893	142	106	12924	40	83	4996	35	23	host	gene-SERP0083
gene-FDH45_gp061	0	0	0	16	1347	6	22035	1687	2120	83465	41283	64292	phage	gene-FDH45_gp061
gene-SERP_tRNA-Leu-1	85	876	549	261	1459	509	231	1456	798	155	1211	655	host	gene-SERP_tRNA-Leu-1
gene-SERP1430	598	676	608	1787	778	821	661	995	610	277	560	581	host	gene-SERP1430
gene-SERP2065	135	452	376	483	587	508	318	532	455	205	438	382	host	gene-SERP2065
gene-SERP0050	7221	1153	522	4223	147	1220	1916	462	527	637	258	245	host	gene-SERP0050
gene-SERP1194	251	673	562	784	1043	544	808	1229	937	307	935	959	host	gene-SERP1194
gene-SERP1076	687	904	737	684	883	612	1097	1188	676	443	1271	1204	host	gene-SERP1076
gene-FDH45_gp008	0	0	0	7	398	14	14366	460	459	15818	6191	8852	phage	gene-FDH45_gp008
gene-SERP1506	13	24	42	10	31	36	18	27	18	14	99	83	host	gene-SERP1506
gene-SERP0536	1098	462	353	835	387	300	739	511	326	321	405	355	host	mnhC
gene-SERP1003	2457	6663	6564	5740	5535	8602	2177	6726	3563	867	2228	1987	host	thyA-1
gene-FDH45_gp123	0	0	0	0	31	0	3831	47	69	7679	449	677	phage	gene-FDH45_gp123
gene-SERP0942	15	49	52	55	62	44	39	72	49	15	32	29	host	trpB
gene-SERP1066	346	772	804	698	634	776	372	751	495	148	380	291	host	gene-SERP1066
gene-SERP1188	2649	1472	1957	2351	2182	1669	1167	290	684	423	790	475	host	gene-SERP1188
gene-SERP0775	494	1759	1367	2435	2030	1280	1593	2605	1812	731	1543	1789	host	fbe
gene-SERP0927	1613	2091	2016	4194	2639	1961	2244	3057	2234	1090	2284	2106	host	gene-SERP0927
gene-SERP1821	288	460	414	311	730	316	974	1026	621	730	2543	1814	host	rplN
gene-FDH45_gp182	0	0	0	2	1097	0	10647	720	1882	12385	6116	10097	phage	gene-FDH45_gp182
gene-SERP0361	578	3282	2617	3957	4071	3383	2985	4242	3573	1265	3192	4057	host	gene-SERP0361
gene-SERP1388	36	62	34	279	174	108	141	55	112	66	179	134	host	gene-SERP1388
gene-SERP2225	35887	25794	34086	53264	25054	37981	29600	33285	22517	11771	12392	13207	host	gene-SERP2225
gene-SERP0722	171	317	330	331	540	212	629	605	461	194	554	545	host	pheT
gene-SERP0005	808	1088	994	658	959	919	1464	1172	873	863	1953	1967	host	gidB
gene-SERP0106	209	300	232	757	480	314	376	608	378	172	380	346	host	gene-SERP0106
gene-SERP2283	15	45	33	64	87	35	44	117	54	10	49	72	host	gene-SERP2283
gene-SERP2068	1324	1902	1482	2988	2987	2644	1770	1604	1823	1175	2195	1107	host	gene-SERP2068
gene-SERP2051	208	936	819	252	734	703	165	1145	483	86	411	354	host	gene-SERP2051
gene-SERP1322	780	251	45	1475	200	459	1232	93	135	775	300	236	host	rot
gene-SERP1094	854	1133	954	2750	1594	1082	2039	1900	1467	766	1381	1276	host	gene-SERP1094
gene-SERP0021	101	107	119	171	115	72	88	118	80	31	146	112	host	gene-SERP0021
gene-SERP1642	477	746	952	641	703	965	270	630	449	150	492	407	host	gene-SERP1642
gene-SERP0215	387	263	303	550	228	276	241	289	192	137	145	175	host	nagB
gene-SERP2408	5	22	16	16	53	14	35	77	75	48	155	185	host	gene-SERP2408
gene-FDH45_gp043	0	0	0	0	189	4	2450	210	294	12245	9568	12965	phage	gene-FDH45_gp043
gene-SERP0087	840	2032	1796	980	1244	1991	1797	1312	871	1026	950	1081	host	gene-SERP0087
gene-SERP1814	366	559	516	347	563	416	868	795	467	729	2165	1651	host	rpsE
gene-SERP1039	1571	1331	1421	5379	1690	1286	2674	2397	1692	994	1343	1571	host	gene-SERP1039
gene-SERP1976	315	1328	1149	1356	1934	1205	1526	1989	1634	934	2410	2655	host	gltT
gene-SERP1942	13	131	62	211	230	130	91	212	224	64	276	156	host	gene-SERP1942
gene-SERP1587	15404	27612	22494	30869	20971	22859	8984	23936	12292	2977	7781	5759	host	gene-SERP1587
gene-SERP0214	298	610	454	1221	715	956	1126	1082	787	456	693	759	host	gene-SERP0214
gene-SERP0331	57	276	196	308	452	322	201	466	389	82	314	364	host	gene-SERP0331
gene-SERP1429	425	425	369	907	553	279	630	887	445	316	536	523	host	gene-SERP1429
gene-SERP0404	571	1017	643	750	720	585	364	897	477	170	457	399	host	gene-SERP0404
gene-SERP1288	852	1246	1342	1097	1149	935	706	1510	926	254	541	606	host	serA
gene-SERP1184	231	344	217	1011	331	571	386	263	270	161	241	241	host	gene-SERP1184
gene-FDH45_gp138	0	0	0	21	778	0	38090	363	792	41049	6009	8180	phage	gene-FDH45_gp138
gene-SERP2388	23	63	63	74	70	35	60	106	50	29	76	95	host	geh-2
gene-SERP0790	2885	6276	21234	3416	17804	7888	3908	7582	6093	3764	13066	4918	host	rpmB
gene-SERP0086	232	261	160	244	131	226	1021	168	137	498	255	411	host	gene-SERP0086
gene-SERP1820	272	426	402	366	716	347	956	990	654	675	2673	1858	host	rplX
gene-SERP0412	63	178	168	284	250	159	131	386	194	78	297	212	host	gene-SERP0412
gene-SERP1978	19	16	18	100	23	32	98	48	32	81	61	75	host	gene-SERP1978
gene-SERP1110	705	858	667	878	927	632	953	1014	744	355	811	652	host	gene-SERP1110
gene-SERP1622	144	117	114	97	128	242	66	136	105	28	104	54	host	gene-SERP1622
gene-SERP2267	26846	5191	4102	15923	3025	11275	5559	648	2560	1469	1055	847	host	gene-SERP2267
gene-SERP2003	232	274	215	1482	1287	220	3566	1815	1578	1933	2203	2085	host	gene-SERP2003
gene-FDH45_gp190	0	0	0	4	3481	0	11536	2710	3739	47042	44914	35108	phage	gene-FDH45_gp190
gene-SERP2254	96	211	220	359	308	277	145	332	338	87	194	171	host	gene-SERP2254
gene-SERP0393	7	50	58	142	163	62	113	181	166	62	132	147	host	gene-SERP0393
gene-SERP_tRNA-Asp-1	626	6354	2843	3066	10624	4711	2258	8803	4450	1440	6271	3070	host	gene-SERP_tRNA-Asp-1
gene-SERP0069	1224	1829	2005	1619	1726	1460	1407	2493	1276	688	1586	1893	host	guaB
gene-SERP1826	248	505	527	226	1181	372	1361	1923	1121	814	3166	2439	host	rplV
gene-SERP2075	210	806	289	705	673	461	666	554	443	204	719	535	host	gene-SERP2075
gene-SERP0248	12	9	2	92	29	22	97	41	64	42	82	107	host	gene-SERP0248
gene-SERP0836	452	598	489	826	1126	422	1506	1386	847	639	1169	1039	host	infB
gene-SERP1641	943	473	492	551	335	530	253	318	223	115	244	252	host	gene-SERP1641
gene-SERP0101	136	720	492	1079	1337	877	580	1325	1283	273	1135	1512	host	gene-SERP0101
gene-SERP2433	31	28	10	54	58	28	87	54	79	47	94	128	host	gene-SERP2433
gene-SERP2411	256	519	497	972	863	529	550	1256	810	361	668	655	host	gene-SERP2411
gene-SERP1825	349	635	683	318	1626	529	1747	2405	1373	1044	4209	3066	host	rpsC
gene-SERP1897	72	31	16	102	41	64	51	24	42	16	60	56	host	gene-SERP1897
gene-FDH45_gp067	0	2	0	211	20137	4	150567	24435	30997	270020	132845	208452	phage	gene-FDH45_gp067
gene-SERP1201	459	809	587	1448	1794	764	1639	1843	1669	727	2578	2241	host	gene-SERP1201
gene-SERP0929	233	777	686	902	992	737	752	1114	928	329	870	986	host	gene-SERP0929
gene-SERP0325	1305	1013	1031	1990	1010	964	1064	1261	872	419	706	624	host	gene-SERP0325
gene-SERP2487	9	7	12	23	10	13	30	23	22	9	36	40	host	kdpA
gene-SERP0761	26	30	24	103	43	34	70	47	44	36	81	55	host	gene-SERP0761
gene-SERP0262	289	844	82879	2488	2046	653	2427	2719	2246	1238	2308	2750	host	argS
gene-SERP0607	78	289	221	901	500	296	668	675	572	241	416	513	host	murE
gene-SERP0501	21	9	4	16	12	24	18	4	9	4	8	9	host	gene-SERP0501
gene-SERP1223	4930	3200	3095	6287	2759	2960	3448	4020	2278	1650	1750	2005	host	tnpB-1
gene-SERP1828	468	954	975	845	2511	732	2761	3564	2175	1879	6869	5033	host	rplB
gene-SERP2327	9165	24706	25680	7003	11480	14534	2400	17211	3802	889	2064	1125	host	gene-SERP2327
gene-SERP1578	50	112	79	192	142	150	72	164	170	31	132	104	host	gene-SERP1578
gene-SERP1093	1118	1804	1394	2565	2456	1570	2289	2900	2090	1042	2408	1834	host	efp
gene-SERP0488	7777	1550	1835	4023	723	1664	1029	585	626	298	278	306	host	gene-SERP0488
gene-SERP1054	173	444	350	846	898	359	1151	1202	965	490	1000	1189	host	srrB
gene-SERP2299	6	22	21	51	34	18	40	24	14	26	37	49	host	gene-SERP2299
gene-SERP1326	1958	800	465	2235	1103	360	4771	1446	581	1980	1593	1312	host	ribBA
gene-SERP0954	60	71	12	155	65	57	95	15	33	59	52	75	host	gene-SERP0954
gene-SERP1063	205	264	255	1198	667	394	655	683	697	227	754	736	host	gene-SERP1063
gene-SERP1427	1339	148	120	4116	128	181	2819	151	131	763	110	106	host	gene-SERP1427
gene-SERP0499	1556	3239	2893	1997	2748	2188	4966	4548	2907	1763	2162	3073	host	gene-SERP0499
gene-SERP2529	62	180	153	194	146	160	102	218	152	76	164	135	host	gene-SERP2529
gene-SERP1464	388	119	57	288	118	139	334	82	154	119	113	227	host	gene-SERP1464
gene-SERP1669	154	111	74	136	75	90	235	84	58	77	67	57	host	leuA
gene-SERP0747	134	180	127	279	347	142	463	507	427	163	459	492	host	mraY
gene-SERP0223	661	852	605	1485	891	875	1038	1012	678	730	1207	1379	host	gene-SERP0223
gene-SERP0807	331	3074	1966	1640	6060	2227	2619	5304	4149	2015	11126	7037	host	rplS
gene-SERP0947	1209	3066	1977	2970	4073	2403	2006	4298	3772	795	3406	3320	host	femB
gene-SERP1627	213	527	952	153	356	907	82	375	343	58	195	136	host	gene-SERP1627
gene-SERP2521	9793	6572	5000	38823	12374	8722	24424	15897	14036	11701	8517	11089	host	mecA
gene-SERP1064	138	394	380	610	368	336	240	518	288	78	266	257	host	gene-SERP1064
gene-SERP_tRNA-Gly-1	139	1964	1130	358	3088	979	398	3075	1612	279	2500	1207	host	gene-SERP_tRNA-Gly-1
gene-SERP2202	1053	423	341	1150	494	629	681	253	548	256	515	571	host	gene-SERP2202
gene-SERP1190	3353	8394	9821	3601	4621	7702	2348	6299	3046	976	1979	1845	host	gene-SERP1190
gene-FDH45_gp116	0	0	0	4	412	1	11053	266	883	19271	7171	12621	phage	gene-FDH45_gp116
gene-SERP0407	165	99	36	620	106	158	262	45	107	145	150	191	host	gene-SERP0407
gene-SERP0920	4040	1698	1440	3553	2556	1193	4165	3425	2179	2211	3848	3563	host	gene-SERP0920
gene-SERP0965	6067	1309	1713	4515	934	1151	1718	1198	958	477	344	554	host	dapA
gene-SERP0249	435	624	592	1038	988	507	1330	1104	965	1043	1631	1737	host	gene-SERP0249
gene-SERP2328	265	197	236	508	220	205	315	322	229	146	125	198	host	gene-SERP2328
gene-FDH45_gp108	0	0	0	3	1037	1	14967	343	1578	16804	7413	10578	phage	gene-FDH45_gp108
gene-SERP2386	7	8	20	16	31	7	8	32	27	5	25	21	host	gene-SERP2386
gene-SERP0644	1003	1915	1353	904	1413	1245	983	1722	801	398	1321	821	host	qoxC
gene-SERP1620	73	287	181	110	204	509	49	150	155	34	141	86	host	gene-SERP1620
gene-SERP1684	157	307	232	409	281	311	206	474	279	82	156	182	host	acpS
gene-SERP1453	257	263	222	529	332	247	388	432	417	180	364	463	host	gene-SERP1453
gene-SERP1739	391	766	634	842	541	570	743	682	607	279	404	596	host	gene-SERP1739
gene-SERP0956	39	122	78	81	207	98	90	246	166	57	177	157	host	gene-SERP0956
gene-SERP1594	140	385	434	184	381	467	131	389	346	130	542	496	host	gene-SERP1594
gene-SERP1387	1214	2792	3102	1801	2007	2589	974	2753	1390	589	1323	1122	host	fumC
gene-SERP1925	33	153	96	177	154	203	36	140	79	20	56	42	host	gene-SERP1925
gene-SERP1538	14	109	173	32	77	136	32	100	67	13	127	95	host	gene-SERP1538
gene-SERP0548	1079	917	798	1225	645	765	681	728	370	229	308	292	host	argH
gene-SERP1143	474	3503	4680	1662	8138	2873	1475	3049	2548	1397	6113	2382	host	rpsU
gene-SERP0024	84	72	88	95	113	63	77	107	117	67	170	174	host	gene-SERP0024
gene-FDH45_gp003	0	0	0	50	3227	6	37102	2288	4935	69980	27953	33199	phage	gene-FDH45_gp003
gene-SERP0966	4888	987	1145	3282	640	816	1415	785	603	417	276	441	host	dapB
gene-SERP1796	344	1038	875	964	684	1090	425	769	621	179	409	523	host	lacR
gene-SERP0336	1326	726	772	1705	671	767	883	758	1007	309	339	568	host	gene-SERP0336
gene-SERP0104	84	94	66	182	108	131	145	77	91	60	149	115	host	gene-SERP0104
gene-SERP1643	100	78	113	90	99	118	39	74	60	33	75	65	host	gene-SERP1643
gene-SERP2055	344	795	771	1093	1073	721	525	1131	823	256	777	630	host	gene-SERP2055
gene-FDH45_gp134	0	0	0	81	1666	2	9816	1468	2309	8724	5047	4610	phage	gene-FDH45_gp134
gene-SERP2208	123	126	108	277	234	116	230	270	205	69	223	249	host	gene-SERP2208
gene-SERP2398	3860	14814	12751	5432	11516	9161	6000	16260	6482	2633	7747	6080	host	aap
gene-SERP1392	33	135	120	468	537	181	179	790	485	88	532	413	host	gene-SERP1392
gene-SERP0615	217	2509	1639	1217	1831	3269	1205	2228	1893	628	1818	2008	host	gene-SERP0615
gene-SERP2228	48	162	158	217	128	129	163	223	130	86	215	178	host	gene-SERP2228
gene-SERP0403	540	594	392	648	422	369	1924	529	367	969	629	1149	host	gene-SERP0403
gene-SERP1749	5607	1301	705	3991	673	1922	2038	389	751	683	328	484	host	gene-SERP1749
gene-SERP1893	17	89	58	115	122	37	58	164	117	45	162	215	host	gene-SERP1893
gene-SERP2186	2548	590	581	1855	541	433	2421	736	431	840	378	597	host	sat
gene-SERP2087	79	59	47	110	90	68	40	86	64	23	69	83	host	gene-SERP2087
gene-SERP0746	1505	3863	4407	2852	6686	2436	1353	6130	3059	605	2782	2031	host	pbp1
gene-FDH45_gp198	0	0	0	4	179	3	918	1102	1521	3713	1123	5455	phage	gene-FDH45_gp198
gene-SERP1426	2158	2530	2149	4838	2262	2191	4615	2756	1429	1561	1379	1119	host	map
gene-SERP0728	458	2029	2106	3477	4383	2614	2850	5047	3845	1323	5044	3421	host	trxA
gene-SERP0653	29	69	57	620	733	76	811	1022	925	169	566	735	host	purQ
