# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR9280693_sorted.bam" "SRR9280697_sorted.bam" "SRR9280690_sorted.bam" "SRR9280699_sorted.bam" "SRR9280687_sorted.bam" "SRR9280692_sorted.bam" "SRR9280696_sorted.bam" "SRR9280694_sorted.bam" "SRR9280698_sorted.bam" "SRR9280688_sorted.bam" "SRR9280700_sorted.bam" "SRR9280695_sorted.bam" "SRR9280689_sorted.bam" "SRR9280686_sorted.bam" "SRR9280691_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9280693_sorted.bam	SRR9280697_sorted.bam	SRR9280690_sorted.bam	SRR9280699_sorted.bam	SRR9280687_sorted.bam	SRR9280692_sorted.bam	SRR9280696_sorted.bam	SRR9280694_sorted.bam	SRR9280698_sorted.bam	SRR9280688_sorted.bam	SRR9280700_sorted.bam	SRR9280695_sorted.bam	SRR9280689_sorted.bam	SRR9280686_sorted.bam	SRR9280691_sorted.bam
gene-SPD_RS02980	NC_008533.2	567934	568719	+	786	681	819	608	946	960	426	835	360	943	993	924	1041	482	511	389
gene-SPD_RS11990	NC_008533.2	568817	569035	+	219	479	467	624	618	688	410	488	326	697	740	630	753	397	437	459
gene-SPD_RS02990	NC_008533.2	569020	569217	+	198	256	287	204	339	344	158	270	156	269	371	291	350	174	157	146
gene-SPD_RS11535	NC_008533.2	569493	569717	-	225	2	4	2	0	5	0	5	1	11	5	4	2	1	2	2
gene-SPD_RS03010	NC_008533.2	569949	576383	+	6435	366	653	695	1155	1076	302	852	234	1885	980	1593	926	397	722	376
gene-SPD_RS03015	NC_008533.2	577008	577484	+	477	797	810	971	770	683	480	1061	521	1380	815	1312	967	748	423	577
gene-SPD_RS03020	NC_008533.2	577522	577827	+	306	1455	1294	1554	1358	1287	1213	1520	991	1941	1799	2168	1697	1266	898	930
gene-SPD_RS03025	NC_008533.2	577875	579350	+	1476	3772	3804	4496	4678	5320	2627	3802	2900	6274	5603	6819	5647	4091	3087	3631
gene-SPD_RS03035	NC_008533.2	579655	586341	+	6687	26616	31234	29662	40812	43900	17696	21951	18677	33233	45110	38119	46851	28590	29628	25762
gene-SPD_RS11540	NC_008533.2	586589	586726	-	138	5	6	5	5	12	4	8	6	8	10	9	10	6	6	6
gene-SPD_RS11545	NC_008533.2	586723	587130	-	408	13	14	13	19	24	6	16	7	26	14	24	12	8	10	5
gene-SPD_RS11550	NC_008533.2	587198	587443	-	246	20	33	26	35	36	10	30	12	51	37	26	29	27	25	15
gene-SPD_RS03055	NC_008533.2	587655	588014	-	360	72	94	106	109	85	38	162	39	162	91	154	138	52	60	54
gene-SPD_RS03065	NC_008533.2	589046	589603	+	558	85	154	108	128	148	80	208	54	207	174	153	178	68	102	60
gene-SPD_RS03070	NC_008533.2	589596	589850	+	255	39	67	62	77	76	29	85	29	106	69	96	90	34	51	45
gene-SPD_RS03075	NC_008533.2	589862	591916	+	2055	218	342	227	378	404	149	351	129	528	406	442	406	143	239	173
gene-SPD_RS03080	NC_008533.2	592095	592955	+	861	60	129	87	134	130	42	103	31	177	137	137	147	41	83	39
gene-SPD_RS03085	NC_008533.2	593166	593876	+	711	13	27	23	34	24	7	32	10	99	33	39	17	12	8	13
gene-SPD_RS03090	NC_008533.2	593896	594462	+	567	7	23	10	13	23	14	16	6	50	26	20	22	10	12	11
gene-SPD_RS03095	NC_008533.2	594473	595585	+	1113	18	41	39	47	35	23	48	10	107	40	52	41	16	19	22
gene-SPD_RS03105	NC_008533.2	595853	596590	+	738	177	476	346	396	376	175	678	145	752	392	627	560	162	225	170
gene-SPD_RS03110	NC_008533.2	596587	598278	+	1692	136	503	362	407	417	116	685	101	741	345	710	613	189	206	188
gene-SPD_RS03115	NC_008533.2	598394	598957	+	564	650	1180	798	872	1318	566	2122	456	1803	1258	1386	1883	614	914	644
gene-SPD_RS03120	NC_008533.2	598979	604609	+	5631	8063	14874	11766	16506	19169	6174	17815	5006	20095	19766	19515	21328	8303	13274	7606
gene-SPD_RS03125	NC_008533.2	604679	606400	+	1722	442	977	853	671	1059	337	1423	302	1505	1059	1312	1364	539	781	596
gene-SPD_RS03135	NC_008533.2	606558	607547	+	990	318	540	595	517	782	277	812	184	1127	825	956	824	440	562	373
gene-SPD_RS03140	NC_008533.2	607683	608642	+	960	212	483	482	440	585	184	636	170	804	508	729	601	303	333	280
gene-SPD_RS03145	NC_008533.2	608739	609578	+	840	176	369	405	216	232	115	680	104	542	234	511	472	196	165	171
gene-SPD_RS03150	NC_008533.2	609626	609796	-	171	707	1156	2072	1000	840	698	2375	803	3027	925	2713	1631	1218	713	1178
gene-SPD_RS03155	NC_008533.2	609917	610801	+	885	257	363	259	294	346	163	454	142	427	332	419	461	181	209	146
gene-SPD_RS03160	NC_008533.2	610794	612032	+	1239	505	790	546	699	798	383	901	311	1031	787	854	959	338	457	359
gene-SPD_RS03165	NC_008533.2	612025	612648	+	624	218	310	264	379	413	107	399	137	474	383	432	443	162	224	153
gene-SPD_RS03170	NC_008533.2	612663	613592	+	930	448	715	584	794	849	264	729	332	893	726	875	878	410	481	366
gene-SPD_RS03175	NC_008533.2	613613	614368	+	756	237	343	288	376	424	151	422	140	458	380	457	486	174	251	152
gene-SPD_RS03180	NC_008533.2	614422	615330	-	909	192	247	251	179	205	111	387	112	430	177	354	302	180	134	108
gene-SPD_RS03185	NC_008533.2	615394	615663	+	270	290	437	615	384	296	258	779	213	938	341	813	640	264	223	252
gene-SPD_RS03190	NC_008533.2	615663	616043	+	381	216	354	342	358	267	144	494	122	595	227	534	415	175	146	157
gene-SPD_RS03195	NC_008533.2	616132	616359	+	228	20	54	32	41	45	13	51	11	83	37	60	45	17	25	17
gene-SPD_RS03200	NC_008533.2	616399	617124	-	726	11	21	18	9	14	12	25	7	52	9	32	13	8	3	10
gene-SPD_RS03205	NC_008533.2	617286	619127	+	1842	557	1363	787	1073	1326	382	1587	278	1464	1099	1240	1730	523	765	560
gene-SPD_RS03210	NC_008533.2	619147	619401	+	255	105	307	169	289	363	71	324	56	278	298	294	411	121	169	113
gene-SPD_RS03215	NC_008533.2	619765	620064	+	300	79	51	130	57	112	70	85	79	146	111	116	107	112	72	92
gene-SPD_RS03220	NC_008533.2	620135	622156	+	2022	237	302	366	387	402	201	276	174	547	493	446	412	264	260	272
gene-SPD_RS03225	NC_008533.2	622158	622799	+	642	83	101	108	132	123	72	92	67	141	145	148	128	71	80	83
gene-SPD_RS03230	NC_008533.2	622903	624255	+	1353	401	654	568	440	532	262	857	211	1023	561	856	747	299	361	270
gene-SPD_RS03235	NC_008533.2	624259	625317	+	1059	537	679	629	748	747	340	886	275	1147	775	972	833	363	491	307
gene-SPD_RS03240	NC_008533.2	625327	626517	+	1191	576	766	807	877	846	477	952	376	1150	934	1167	956	539	567	472
gene-SPD_RS11865	NC_008533.2	626648	626773	+	126	100	114	124	134	155	98	127	54	199	178	164	170	90	115	68
gene-SPD_RS11870	NC_008533.2	626794	626916	+	123	44	42	47	46	65	30	38	24	76	62	59	61	29	32	29
gene-SPD_RS03245	NC_008533.2	627326	628105	+	780	42	36	44	51	48	36	62	12	58	40	49	47	31	32	25
gene-SPD_RS03255	NC_008533.2	628379	629461	+	1083	64	80	65	118	115	30	60	40	104	111	100	74	41	43	31
gene-SPD_RS03265	NC_008533.2	630497	631210	+	714	49	57	47	72	81	28	61	37	70	70	55	76	33	35	16
gene-SPD_RS03275	NC_008533.2	631945	632646	+	702	1032	3627	3350	699	168	710	6193	576	5843	219	4695	3481	1190	975	1076
gene-SPD_RS03280	NC_008533.2	632680	633312	+	633	1093	3316	3094	578	205	700	5910	621	5211	203	4403	3301	1057	971	1048
gene-SPD_RS11315	NC_008533.2	633492	633896	+	405	700	663	1044	441	535	444	1135	349	1590	500	1428	872	563	377	503
gene-SPD_RS03290	NC_008533.2	633992	634756	+	765	139	140	256	158	146	58	158	63	309	165	305	122	139	92	124
gene-SPD_RS03295	NC_008533.2	634756	635508	+	753	178	93	313	216	237	153	124	94	303	259	352	149	187	137	207
gene-SPD_RS03300	NC_008533.2	635518	636216	+	699	145	114	204	162	173	128	102	89	240	179	223	136	158	102	149
gene-SPD_RS03305	NC_008533.2	636213	636860	+	648	107	74	151	123	131	104	106	62	170	153	147	89	97	101	122
gene-SPD_RS03310	NC_008533.2	636940	637572	-	633	49	24	43	48	50	35	22	19	48	61	48	45	27	29	34
gene-SPD_RS11555	NC_008533.2	637563	637805	-	243	22	14	15	17	14	7	17	12	27	25	16	10	14	7	18
gene-SPD_RS03315	NC_008533.2	637817	638575	-	759	25	48	47	39	48	25	39	20	83	54	42	30	26	21	31
gene-SPD_RS03320	NC_008533.2	638576	639253	-	678	13	18	11	14	17	6	23	12	50	31	30	15	5	11	7
gene-SPD_RS03325	NC_008533.2	639213	639893	-	681	10	14	12	12	16	7	19	13	52	15	20	20	13	7	6
gene-SPD_RS03335	NC_008533.2	640382	641872	+	1491	1301	2560	2186	1409	1541	819	3517	734	3124	1553	3156	3237	1275	1153	1179
gene-SPD_RS03345	NC_008533.2	642497	643633	+	1137	1397	2827	2678	2802	3334	1092	3562	870	5900	3399	5602	4011	1782	2189	1664
gene-SPD_RS03350	NC_008533.2	644188	644856	+	669	42	74	42	60	102	24	113	17	80	51	83	90	29	43	45
gene-SPD_RS11875	NC_008533.2	644911	645042	-	132	22	30	10	41	45	7	35	9	36	43	26	38	5	24	10
gene-SPD_RS03360	NC_008533.2	645145	645927	+	783	44	108	59	113	122	32	148	28	128	128	114	132	41	67	51
gene-SPD_RS03365	NC_008533.2	645929	646558	+	630	8	54	20	34	54	8	42	5	52	50	30	45	15	24	18
gene-SPD_RS03375	NC_008533.2	647116	647676	+	561	11	23	15	18	23	12	27	8	61	18	29	19	16	6	10
gene-SPD_RS03380	NC_008533.2	647677	649062	+	1386	47	54	44	42	52	27	88	32	154	46	87	49	31	30	25
gene-SPD_RS03385	NC_008533.2	649064	649714	+	651	9	17	10	15	9	11	30	5	29	16	21	19	8	8	10
gene-SPD_RS03390	NC_008533.2	649725	650417	+	693	15	29	23	25	20	11	34	8	49	32	36	23	13	9	15
gene-SPD_RS03395	NC_008533.2	650422	650946	+	525	10	16	10	13	19	3	28	2	33	18	31	8	11	6	6
gene-SPD_RS03400	NC_008533.2	650946	651749	+	804	17	44	21	21	18	13	66	6	66	27	41	18	9	17	10
gene-SPD_RS03405	NC_008533.2	651742	652374	+	633	6	32	16	8	20	7	57	8	35	12	32	23	13	14	11
gene-SPD_RS03410	NC_008533.2	652583	653374	-	792	223	580	301	400	462	147	718	115	775	364	712	728	167	270	200
gene-SPD_RS03415	NC_008533.2	653740	654135	+	396	15	14	26	15	16	16	29	7	48	16	31	19	9	14	15
gene-SPD_RS03420	NC_008533.2	654146	654517	+	372	16	32	31	30	29	9	44	21	80	30	30	48	16	19	12
gene-SPD_RS03425	NC_008533.2	654527	656770	+	2244	47	69	59	75	65	24	106	25	183	82	102	74	41	55	43
gene-SPD_RS03430	NC_008533.2	656977	658752	+	1776	6436	36725	13991	25838	24144	3330	37239	3155	35349	23059	38651	44156	9261	16376	8766
gene-SPD_RS03435	NC_008533.2	658863	659210	+	348	262	1226	581	702	581	162	1449	113	1396	656	1368	1668	288	531	301
gene-SPD_RS03450	NC_008533.2	661065	662009	+	945	242	1113	442	1730	1141	201	1183	186	2599	1237	2646	1545	246	740	229
gene-SPD_RS03465	NC_008533.2	664354	664809	-	456	97	169	166	103	144	86	240	36	307	162	217	202	71	127	76
gene-SPD_RS03470	NC_008533.2	664829	666004	-	1176	210	495	444	261	349	183	798	131	764	360	574	517	230	245	216
gene-SPD_RS03475	NC_008533.2	666063	666908	-	846	1079	1139	1499	740	782	665	1743	500	1980	695	1656	1140	730	526	695
gene-SPD_RS03480	NC_008533.2	667033	667590	+	558	31	39	74	47	45	36	71	20	134	33	103	47	36	24	23
gene-SPD_RS03485	NC_008533.2	667609	668076	+	468	33	45	64	30	31	17	85	23	106	47	111	49	38	30	18
gene-SPD_RS03490	NC_008533.2	668165	668794	+	630	1266	2471	2140	2055	1730	753	3769	736	3863	1627	3601	3030	1111	1139	1085
gene-SPD_RS03495	NC_008533.2	668968	669558	+	591	804	1686	1355	1215	1212	650	2520	432	2869	1222	2398	2022	666	824	672
gene-SPD_RS03505	NC_008533.2	669637	669885	+	249	332	468	442	256	273	285	744	182	739	295	630	539	191	269	184
gene-SPD_RS03510	NC_008533.2	669987	671147	+	1161	378	629	558	345	457	195	1000	184	806	461	746	741	262	257	272
gene-SPD_RS03515	NC_008533.2	671415	672284	+	870	112	190	164	137	162	88	291	80	296	168	278	249	120	103	111
gene-SPD_RS03520	NC_008533.2	672288	673244	+	957	107	130	150	133	171	78	184	73	262	165	240	174	97	92	98
gene-SPD_RS03525	NC_008533.2	673244	674008	+	765	111	142	145	155	208	86	140	80	203	155	187	196	85	114	85
gene-SPD_RS03530	NC_008533.2	674008	674718	+	711	119	123	156	159	183	73	155	77	217	172	226	214	103	98	85
gene-SPD_RS03535	NC_008533.2	675132	675788	+	657	166	204	411	187	166	117	397	116	798	225	643	247	193	149	212
gene-SPD_RS03540	NC_008533.2	675896	676991	+	1096	1177	1818	1282	1189	1401	832	2672	698	2507	1281	2003	2257	799	1027	764
gene-SPD_RS03545	NC_008533.2	677009	677701	+	693	1328	1856	1637	1400	1757	955	2778	844	2853	1534	2435	2561	1084	1183	986
gene-SPD_RS03550	NC_008533.2	677694	678620	+	927	807	1108	970	916	1118	560	1421	498	1732	1088	1596	1370	609	630	569
gene-SPD_RS03555	NC_008533.2	678906	681086	+	2181	143	334	208	310	243	100	366	86	565	242	558	352	156	154	131
gene-SPD_RS03560	NC_008533.2	681138	681953	+	816	74	167	153	120	96	50	198	42	276	113	249	202	80	70	70
gene-SPD_RS03565	NC_008533.2	682093	683436	+	1344	562	659	636	674	728	366	985	347	1040	724	875	890	403	475	368
gene-SPD_RS03570	NC_008533.2	683651	684841	+	1191	546	804	699	672	727	344	1117	356	1049	710	984	1071	415	456	412
gene-SPD_RS03580	NC_008533.2	685394	686329	+	936	884	1383	1449	1321	1282	676	1912	456	2618	1366	2443	1639	790	870	721
gene-SPD_RS03585	NC_008533.2	686363	687400	+	1038	1054	1431	1596	1513	1624	770	2090	622	2695	1703	2681	2052	876	1115	846
gene-SPD_RS03590	NC_008533.2	687573	688178	+	606	889	3539	1802	1750	1923	601	5699	597	4562	2045	5009	5139	1133	1638	1231
gene-SPD_RS03595	NC_008533.2	688335	688865	+	531	219	271	239	226	257	173	413	132	465	251	385	377	146	145	140
gene-SPD_RS03600	NC_008533.2	688886	689971	+	1086	397	601	472	499	600	297	843	272	790	544	742	790	311	322	277
gene-SPD_RS03605	NC_008533.2	689973	690440	+	468	94	191	149	162	156	62	248	66	231	183	176	201	80	101	97
gene-SPD_RS03610	NC_008533.2	690442	691983	+	1542	396	686	512	639	797	268	883	277	852	779	693	865	357	458	329
gene-SPD_RS03615	NC_008533.2	692040	692843	-	804	1106	2166	1716	1400	1150	697	3259	648	3018	1207	2723	2419	894	936	853
gene-SPD_RS03620	NC_008533.2	692927	693148	-	222	8	9	18	12	9	12	17	3	40	15	11	11	9	7	2
gene-SPD_RS03635	NC_008533.2	694014	694286	+	273	770	934	580	819	893	615	1118	495	698	878	614	1227	497	642	421
gene-SPD_RS03640	NC_008533.2	694306	694545	+	240	81	135	92	109	101	47	182	42	109	111	87	179	63	80	61
gene-SPD_RS03660	NC_008533.2	695941	696459	+	519	442	560	527	507	535	313	828	242	877	529	742	657	338	331	294
gene-SPD_RS03665	NC_008533.2	696449	697168	+	720	569	652	607	615	699	473	929	342	1029	702	835	878	380	425	319
gene-SPD_RS03670	NC_008533.2	697180	697518	+	339	170	216	196	209	213	150	329	117	307	236	318	306	135	170	126
gene-SPD_RS03675	NC_008533.2	697549	697869	-	321	287	342	371	428	377	221	464	158	693	396	519	391	187	205	157
gene-SPD_RS03680	NC_008533.2	697967	698182	+	216	65	82	72	76	84	44	83	32	106	82	77	99	38	31	38
gene-SPD_RS11570	NC_008533.2	698179	698325	-	147	10	10	12	8	8	3	11	3	25	11	18	12	8	4	5
gene-SPD_RS03690	NC_008533.2	698386	698922	-	537	20	57	38	18	27	23	86	10	78	26	63	60	18	22	14
gene-SPD_RS03695	NC_008533.2	699119	700465	-	1347	388	738	545	659	632	258	1027	223	1197	665	1358	957	347	424	343
gene-SPD_RS03700	NC_008533.2	700730	701929	+	1200	240	292	290	269	369	183	429	161	468	384	349	382	211	260	223
gene-SPD_RS03705	NC_008533.2	701913	702614	+	702	67	114	83	112	138	43	153	45	128	134	149	136	85	83	74
gene-SPD_RS03710	NC_008533.2	702616	703875	+	1260	271	309	251	351	432	192	355	172	418	421	348	398	230	221	192
gene-SPD_RS03715	NC_008533.2	703999	705996	+	1998	824	1647	1091	1325	1301	533	2021	471	2313	1346	2299	2066	676	842	628
gene-SPD_RS11575	NC_008533.2	706046	706237	+	192	1	3	4	0	3	3	8	2	6	3	3	8	0	1	1
gene-SPD_RS03725	NC_008533.2	706327	706647	+	321	78	70	109	114	120	63	142	41	237	159	185	119	52	82	57
gene-SPD_RS03730	NC_008533.2	706651	707526	+	876	125	182	197	310	236	77	245	81	417	256	345	196	111	149	111
gene-SPD_RS03735	NC_008533.2	707541	708467	+	927	157	204	282	223	200	108	284	95	421	216	429	258	146	147	129
gene-SPD_RS03740	NC_008533.2	708567	708803	+	237	236	295	421	419	322	178	575	201	707	269	593	494	229	209	236
gene-SPD_RS03745	NC_008533.2	708796	709494	+	699	219	329	406	282	317	191	517	141	763	323	606	411	220	246	217
gene-SPD_RS03750	NC_008533.2	709505	709984	+	480	155	223	262	223	229	113	342	121	420	237	359	319	144	174	123
gene-SPD_RS03755	NC_008533.2	709992	710720	+	729	161	279	295	237	259	110	341	99	479	268	355	330	139	184	143
gene-SPD_RS03760	NC_008533.2	710762	711631	+	870	149	206	244	186	172	107	269	77	388	248	358	248	109	141	113
gene-SPD_RS03765	NC_008533.2	711606	712046	+	441	90	145	136	126	106	57	150	50	228	160	193	160	66	97	66
gene-SPD_RS03770	NC_008533.2	712169	714715	+	2547	1085	2513	1758	2116	2131	680	2794	623	3618	2074	3615	3109	1125	1552	1069
gene-SPD_RS03775	NC_008533.2	714824	715498	+	675	530	1161	768	815	856	350	1808	294	1675	780	1411	1446	480	543	428
gene-SPD_RS03780	NC_008533.2	715488	716822	+	1335	738	1616	1079	1216	1347	561	2366	420	2451	1253	2178	1993	655	839	567
gene-SPD_RS03785	NC_008533.2	716856	717143	-	288	1897	1609	1307	1747	1573	1329	2318	1216	1599	1415	1435	2166	792	852	647
gene-SPD_RS03790	NC_008533.2	717283	718212	+	930	152	240	194	203	232	97	323	94	369	205	312	293	133	134	108
gene-SPD_RS03795	NC_008533.2	718412	720862	+	2451	748	865	1096	822	861	500	1296	424	1879	853	1584	1084	602	541	577
gene-SPD_RS03800	NC_008533.2	720899	722122	+	1224	355	374	400	411	421	258	438	214	662	438	621	512	245	271	242
gene-SPD_RS03805	NC_008533.2	722133	722687	+	555	188	218	358	217	257	168	295	169	471	290	460	309	218	186	223
gene-SPD_RS03810	NC_008533.2	722772	723335	+	564	371	315	383	282	352	248	563	212	533	346	483	375	214	193	202
gene-SPD_RS03815	NC_008533.2	723350	725296	+	1947	1757	1923	2230	1899	2395	1271	2511	1263	3188	2079	2906	2560	1354	1328	1323
gene-SPD_RS03820	NC_008533.2	725378	727105	+	1728	1792	1909	1947	2641	2588	1188	2083	1081	2794	2608	2844	2483	1391	1519	1206
gene-SPD_RS11580	NC_008533.2	728879	729058	-	180	53	120	135	86	96	47	196	44	181	103	194	146	54	59	81
gene-SPD_RS03840	NC_008533.2	729427	729726	-	300	487	990	919	683	720	367	1438	344	1809	559	1698	1066	517	443	508
gene-SPD_RS03850	NC_008533.2	729891	730313	-	423	8	11	5	19	17	6	13	6	24	16	10	10	4	5	3
gene-SPD_RS03860	NC_008533.2	731478	733736	-	2259	1629	3791	3123	2428	2752	1217	5808	938	5772	2601	5376	4796	1528	2057	1566
gene-SPD_RS03865	NC_008533.2	733965	734195	-	231	762	1087	1784	848	758	709	1959	578	2921	762	2468	1516	889	766	951
gene-SPD_RS03870	NC_008533.2	734385	735068	+	684	53	130	102	147	173	32	153	46	185	148	142	212	61	70	59
gene-SPD_RS03875	NC_008533.2	735068	735802	+	735	62	166	113	147	216	56	170	38	151	194	122	227	63	85	66
gene-SPD_RS03880	NC_008533.2	735956	736813	+	858	80	170	113	159	181	49	155	51	164	222	139	266	69	120	78
gene-SPD_RS03885	NC_008533.2	736955	737827	+	873	142	247	218	230	265	74	349	80	465	272	374	313	124	154	130
gene-SPD_RS03890	NC_008533.2	738109	738792	+	684	290	399	658	287	431	258	694	235	984	486	811	608	427	272	355
gene-SPD_RS03895	NC_008533.2	738806	740017	+	1212	737	1076	1260	897	1047	514	1389	465	2391	1133	2094	1285	871	698	759
gene-SPD_RS03905	NC_008533.2	740577	741386	+	810	415	603	706	611	602	314	813	255	1070	720	1077	837	412	433	389
gene-SPD_RS03925	NC_008533.2	742867	743379	+	513	297	382	401	403	452	234	480	167	574	471	591	522	243	273	244
gene-SPD_RS03935	NC_008533.2	744037	744747	+	711	344	395	418	366	406	230	637	199	656	382	626	539	306	244	276
gene-SPD_RS03940	NC_008533.2	744770	745294	-	525	383	916	693	134	154	298	1883	164	1029	139	864	866	296	189	298
gene-SPD_RS03945	NC_008533.2	745347	745583	-	237	194	375	321	171	192	88	806	113	434	168	468	555	201	115	221
gene-SPD_RS03950	NC_008533.2	745651	746571	-	921	453	381	485	341	303	328	444	274	792	338	720	518	319	252	302
gene-SPD_RS03955	NC_008533.2	746769	747209	+	441	4	14	7	5	2	4	14	2	25	7	18	4	1	4	5
gene-SPD_RS03960	NC_008533.2	747416	748006	+	591	200	160	248	149	162	176	287	139	304	182	262	239	143	105	134
gene-SPD_RS03965	NC_008533.2	748003	749280	+	1278	711	664	1004	707	915	599	983	559	1460	938	1222	1052	623	592	604
gene-SPD_RS03970	NC_008533.2	749298	749960	+	663	1192	1010	1300	1297	1388	935	1411	825	1984	1303	1731	1441	827	794	718
gene-SPD_RS03975	NC_008533.2	749947	750336	+	390	786	972	950	1001	1069	591	1421	597	1694	939	1531	1312	658	612	584
gene-SPD_RS03980	NC_008533.2	750426	751478	+	1053	3407	10359	4310	5594	5331	2505	14864	2197	14092	4954	12769	11661	3191	3474	2653
gene-SPD_RS03985	NC_008533.2	751622	753157	+	1536	783	589	788	732	947	545	677	531	1099	996	990	789	716	548	572
gene-SPD_RS03990	NC_008533.2	753150	754208	+	1059	349	289	359	401	552	185	337	223	535	542	518	471	330	272	294
gene-SPD_RS03995	NC_008533.2	754211	755167	+	957	364	287	461	401	615	240	266	283	488	588	472	456	376	307	403
gene-SPD_RS04005	NC_008533.2	756642	757283	-	642	394	531	377	424	458	197	785	164	731	376	625	654	198	258	237
gene-SPD_RS04010	NC_008533.2	757419	759362	+	1944	945	1644	1787	834	1008	792	2487	671	2683	929	2382	1895	972	751	964
gene-SPD_RS04015	NC_008533.2	759782	762253	+	2472	658	1104	1077	615	810	476	1559	412	1655	852	1492	1301	698	563	647
gene-SPD_RS04020	NC_008533.2	762383	763405	+	1023	431	604	572	383	482	327	906	245	840	479	779	873	444	345	334
gene-SPD_RS04025	NC_008533.2	763461	764165	+	705	274	394	352	269	343	178	530	156	493	326	415	479	242	193	183
gene-SPD_RS04030	NC_008533.2	764230	764919	+	690	212	338	378	259	374	178	454	148	521	337	510	461	248	213	229
gene-SPD_RS04035	NC_008533.2	764916	765839	+	924	278	430	451	404	530	181	502	165	658	482	572	504	274	294	294
gene-SPD_RS04040	NC_008533.2	765854	766498	+	645	144	202	226	213	252	89	227	66	305	228	301	249	130	139	147
gene-SPD_RS04045	NC_008533.2	766666	766896	+	231	62	70	71	39	60	70	120	37	151	69	107	83	49	34	36
gene-SPD_RS04050	NC_008533.2	766946	767026	+	81	13	21	14	10	13	17	30	15	29	11	16	18	5	9	9
gene-SPD_RS04055	NC_008533.2	767036	767107	+	72	25	30	15	12	24	19	31	31	18	20	12	26	5	14	7
gene-SPD_RS04060	NC_008533.2	767269	768471	+	1203	6228	7633	5302	6270	6858	4205	9336	3400	7337	6804	6301	10327	3790	4385	3785
gene-SPD_RS04070	NC_008533.2	770127	770624	+	498	195	324	281	277	319	151	443	118	528	298	335	445	152	183	169
gene-SPD_RS04075	NC_008533.2	770624	772279	+	1656	632	1031	826	782	1006	473	1210	411	1260	970	1113	1336	559	575	484
gene-SPD_RS04080	NC_008533.2	772307	772501	+	195	13	34	42	36	46	11	61	11	79	47	51	68	9	29	29
gene-SPD_RS04085	NC_008533.2	772651	773421	+	771	661	1848	973	1207	1352	419	2345	337	1733	1245	1640	2406	573	994	638
gene-SPD_RS04090	NC_008533.2	773449	774711	+	1263	548	1564	791	1100	1309	352	1833	294	1447	1179	1497	2096	557	852	528
gene-SPD_RS04095	NC_008533.2	774722	775948	+	1227	536	1750	836	1396	1599	326	1701	335	1364	1388	1524	2333	622	994	523
gene-SPD_RS04100	NC_008533.2	775935	776375	+	441	223	898	401	761	816	193	900	140	698	877	741	1186	289	552	254
gene-SPD_RS04105	NC_008533.2	776429	777841	+	1413	576	1535	782	1409	1701	350	1634	317	1425	1520	1387	2269	600	995	544
gene-SPD_RS04110	NC_008533.2	778040	779281	-	1242	266	618	458	424	446	182	795	168	899	382	864	696	246	266	250
gene-SPD_RS04115	NC_008533.2	779384	780493	+	1110	258	417	390	515	486	180	457	170	671	465	637	531	193	305	224
gene-SPD_RS04120	NC_008533.2	781139	781486	+	348	11363	17986	16667	11384	13755	8251	26580	6380	26960	13934	19954	24686	10416	11565	7999
gene-SPD_RS04125	NC_008533.2	781669	781756	-	88	3	2	1	1	5	1	4	0	0	2	1	5	0	2	0
gene-SPD_RS04130	NC_008533.2	781918	782658	+	741	20	56	25	43	41	19	56	17	81	52	73	53	32	25	16
gene-SPD_RS04135	NC_008533.2	782655	783566	+	912	59	129	105	171	116	43	150	45	233	111	223	179	68	88	59
gene-SPD_RS04140	NC_008533.2	783563	785515	+	1953	46	95	68	163	97	32	117	36	223	128	153	156	55	65	40
gene-SPD_RS04145	NC_008533.2	785652	787904	+	2253	644	770	757	764	887	456	992	451	1236	849	1093	1100	476	518	495
gene-SPD_RS04150	NC_008533.2	787949	788377	-	429	179	403	349	334	334	183	664	110	647	333	632	614	163	251	149
gene-SPD_RS04155	NC_008533.2	788515	789657	+	1143	356	711	414	482	528	237	764	244	707	516	573	854	281	372	230
gene-SPD_RS04160	NC_008533.2	789666	790880	+	1215	253	510	263	362	424	176	554	193	418	394	405	622	203	263	196
gene-SPD_RS04165	NC_008533.2	791015	791839	+	825	9	20	15	13	16	8	13	5	43	9	16	16	6	8	5
gene-SPD_RS04175	NC_008533.2	792613	793779	+	1167	17	28	32	29	28	12	36	7	75	21	28	29	9	15	15
gene-SPD_RS11885	NC_008533.2	794039	794164	+	126	1	1	2	2	2	0	3	2	10	2	2	2	1	1	1
gene-SPD_RS04180	NC_008533.2	794287	795780	+	1494	312	414	429	508	442	194	499	198	766	421	662	513	285	275	252
gene-SPD_RS04190	NC_008533.2	796483	799833	+	3351	1657	1813	2095	2198	1973	1102	2110	988	3361	2189	3094	2283	1290	1366	1144
gene-SPD_RS11605	NC_008533.2	800104	800304	+	201	77	129	82	54	101	71	79	56	146	88	167	87	50	74	76
gene-SPD_RS04200	NC_008533.2	800419	800889	-	471	581	630	765	630	687	372	678	411	825	613	901	800	536	426	467
